FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007,Per_Les_30,Per_Les_20,Per_Les_10,Per_Les_15
431,26,163,530100,1,2.61635E+11,Block Group 1,G5030,S,477277,0,42.405547,-83.1192523,G26016305301001,3386.927838,477276.9484,G26016305301001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5301, Wayne County, Michigan", , ,143,0,8,0,20,40,19,18,8,0,0,30,0,484,8,0,0,0,0,0,0,0,0,14,0,0,27,40,0,46,29,97,162,43,10,0,0,8,10477,619,267,267,174,93,0,352,60.83916084,19.58041958,5.594405594,5.594405594
432,26,163,530100,2,2.61635E+11,Block Group 2,G5030,S,258411,0,42.4089965,-83.1218748,G26016305301002,2430.960335,258410.0283,G26016305301002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5301, Wayne County, Michigan", , ,49,0,0,5,24,0,0,12,0,0,0,0,8,242,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,62,50,20,76,19,0,0,0,0,22500,260,86,86,64,22,0,174,59.18367347,59.18367347,0,10.20408163
433,26,163,530100,3,2.61635E+11,Block Group 3,G5030,S,410392,0,42.4138138,-83.1248607,G26016305301003,2629.633648,410391.6774,G26016305301003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5301, Wayne County, Michigan", , ,127,1,21,21,30,0,0,54,0,0,0,0,0,603,2,0,0,0,0,0,0,1,0,0,0,27,0,19,2,125,48,47,153,26,84,48,9,12,38654,650,272,272,235,37,0,378,57.48031496,57.48031496,17.32283465,33.85826772
434,26,163,530100,4,2.61635E+11,Block Group 4,G5030,S,146255,0,42.4127277,-83.1202042,G26016305301004,2049.314815,146254.9522,G26016305301004,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5301, Wayne County, Michigan", , ,115,0,61,0,54,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,102,0,36,26,0,0,28510,325,129,129,115,14,0,196,100,100,53.04347826,53.04347826
435,26,163,530200,1,2.61635E+11,Block Group 1,G5030,S,235979,0,42.4152728,-83.1322296,G26016305302001,2233.116034,235979.6679,G26016305302001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5302, Wayne County, Michigan", , ,245,0,57,29,0,55,27,69,8,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,205,31,54,31,24,104,58,0,0,62708,564,418,418,331,87,0,146,68.57142857,35.10204082,23.26530612,35.10204082
436,26,163,530200,2,2.61635E+11,Block Group 2,G5030,S,237146,0,42.412081,-83.1308944,G26016305302002,2253.157885,237146.8173,G26016305302002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5302, Wayne County, Michigan", , ,479,0,90,20,55,98,8,129,25,0,54,0,0,798,37,0,0,0,0,0,0,0,11,0,0,10,59,24,25,162,65,73,129,51,75,77,0,0,48088,1006,677,677,548,129,0,329,56.57620042,34.44676409,18.78914405,22.96450939
437,26,163,530200,3,2.61635E+11,Block Group 3,G5030,S,183567,0,42.4076209,-83.1295555,G26016305302003,1766.433302,183568.6805,G26016305302003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5302, Wayne County, Michigan", , ,120,9,14,0,64,33,0,0,0,0,0,0,0,129,9,0,0,0,0,0,0,0,0,2,0,2,1,7,0,47,29,11,7,14,0,0,0,0,36595,239,127,127,120,7,0,112,100,72.5,19.16666667,19.16666667
438,26,163,530200,4,2.61635E+11,Block Group 4,G5030,S,591318,0,42.4112509,-83.1379376,G26016305302004,3626.182396,591318.6971,G26016305302004,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5302, Wayne County, Michigan", , ,345,11,100,40,7,64,91,4,15,0,13,0,0,460,0,0,0,0,0,0,0,0,0,0,12,0,3,24,22,161,3,42,57,66,28,37,0,5,0,1275,528,528,369,159,0,747,90.72463768,45.79710145,32.17391304,43.76811594
439,26,163,530200,5,2.61635E+11,Block Group 5,G5030,S,178255,0,42.4075373,-83.1335493,G26016305302005,1762.11856,178256.4111,G26016305302005,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5302, Wayne County, Michigan", , ,93,0,0,17,0,0,26,0,10,0,0,40,0,205,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,84,28,0,35,0,10,12,0,0,0,220,93,93,93,0,0,127,46.23655914,18.27956989,0,18.27956989
440,26,163,530300,1,2.61635E+11,Block Group 1,G5030,S,823335,0,42.4003191,-83.1277089,G26016305303001,4338.488215,823334.8688,G26016305303001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5303, Wayne County, Michigan", , ,37,0,0,0,0,7,12,11,0,0,0,7,0,214,0,0,0,0,0,0,0,0,0,0,0,0,16,23,13,44,25,8,54,14,11,6,0,0,24219,214,70,70,46,24,0,144,51.35135135,0,0,0
441,26,163,530300,2,2.61635E+11,Block Group 2,G5030,S,373768,0,42.3983704,-83.1377383,G26016305303002,2769.84799,373768.2486,G26016305303002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5303, Wayne County, Michigan", , ,136,0,6,18,0,39,8,25,0,0,0,16,24,241,7,0,0,0,0,0,0,0,0,0,0,0,28,0,10,55,46,0,51,13,25,6,0,0,18490,374,152,152,136,16,0,222,52.20588235,17.64705882,4.411764706,17.64705882
442,26,163,530300,3,2.61635E+11,Block Group 3,G5030,S,414523,0,42.403957,-83.1301596,G26016305303003,3970.307644,414521.6359,G26016305303003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530300,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5303, Wayne County, Michigan", , ,221,0,14,0,19,86,22,44,6,17,0,13,0,412,11,0,0,0,0,0,0,0,0,0,24,0,31,8,0,153,53,13,72,20,5,22,0,0,24828,595,308,308,228,80,0,287,63.80090498,14.9321267,6.334841629,6.334841629
443,26,163,530400,1,2.61635E+11,Block Group 1,G5030,S,214354,0,42.3893581,-83.1356245,G26016305304001,2075.271239,214353.6982,G26016305304001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5304, Wayne County, Michigan", , ,81,12,0,17,11,12,0,7,0,0,0,22,0,249,10,0,6,0,0,0,0,0,0,0,5,8,24,10,5,59,4,38,53,16,11,0,0,0,14861,310,96,96,81,15,0,214,64.19753086,49.38271605,14.81481481,35.80246914
444,26,163,530400,2,2.61635E+11,Block Group 2,G5030,S,231320,0,42.3924283,-83.1365949,G26016305304002,2012.203657,231318.2952,G26016305304002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5304, Wayne County, Michigan", , ,248,0,0,36,52,57,0,27,32,0,44,0,0,522,20,0,0,0,0,6,0,0,0,0,0,34,44,43,13,129,58,5,55,5,17,62,24,7,30865,600,329,329,259,70,0,271,58.46774194,35.48387097,0,14.51612903
445,26,163,530500,1,2.61635E+11,Block Group 1,G5030,S,212213,0,42.3847603,-83.1303408,G26016305305001,1847.818967,212212.1028,G26016305305001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5305, Wayne County, Michigan", , ,93,0,0,0,30,6,0,11,0,21,20,0,5,328,0,0,0,0,0,0,0,0,0,0,0,8,0,20,0,69,32,22,77,39,25,33,3,0,36917,352,138,138,98,40,0,214,38.70967742,32.25806452,0,0
446,26,163,530500,2,2.61635E+11,Block Group 2,G5030,S,317238,0,42.3824884,-83.135913,G26016305305002,2321.800914,317238.0896,G26016305305002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5305, Wayne County, Michigan", , ,411,0,30,24,60,40,12,119,37,0,70,19,0,655,0,0,0,0,0,0,0,0,3,1,2,0,12,48,30,136,66,26,120,94,87,26,0,4,33125,907,510,510,418,92,0,397,40.3892944,27.73722628,7.299270073,13.13868613
447,26,163,530500,3,2.61635E+11,Block Group 3,G5030,S,220968,0,42.3869107,-83.1348117,G26016305305003,2265.865538,220967.3662,G26016305305003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5305, Wayne County, Michigan", , ,119,13,0,0,0,0,0,55,5,21,0,25,0,365,4,0,0,0,0,5,0,0,0,0,11,0,29,43,9,104,47,15,59,5,21,13,0,0,25800,446,215,215,155,60,0,231,10.92436975,10.92436975,10.92436975,10.92436975
448,26,163,530800,1,2.61635E+11,Block Group 1,G5030,S,295928,0,42.3676358,-83.133279,G26016305308001,2708.678693,295927.333,G26016305308001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5308, Wayne County, Michigan", , ,113,0,10,19,14,35,9,20,0,0,6,0,0,292,7,0,0,0,0,0,0,0,0,5,5,10,28,43,5,36,24,26,72,26,0,5,0,0,16848,297,134,134,129,5,0,163,76.99115044,38.05309735,8.849557522,25.66371681
449,26,163,530800,2,2.61635E+11,Block Group 2,G5030,S,300413,0,42.3722844,-83.1372745,G26016305308002,3065.375394,300415.7082,G26016305308002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5308, Wayne County, Michigan", , ,86,7,0,22,0,24,0,15,0,0,18,0,0,223,10,0,0,0,0,0,0,0,5,5,0,0,13,67,0,39,7,16,30,26,5,0,0,0,14185,362,129,129,92,37,0,233,61.62790698,33.72093023,8.139534884,33.72093023
450,26,163,530800,3,2.61635E+11,Block Group 3,G5030,S,395408,0,42.3754204,-83.1339967,G26016305308003,2965.1354,395406.6265,G26016305308003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5308, Wayne County, Michigan", , ,110,0,16,0,31,21,29,0,0,0,0,0,13,372,5,0,0,0,0,0,0,0,0,0,10,0,46,23,14,136,13,0,66,16,16,20,7,0,25731,401,255,255,142,113,0,146,88.18181818,42.72727273,14.54545455,14.54545455
451,26,163,530800,4,2.61635E+11,Block Group 4,G5030,S,176485,0,42.3689472,-83.1291951,G26016305308004,1848.316894,176485.3158,G26016305308004,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5308, Wayne County, Michigan", , ,108,0,0,17,22,28,0,5,0,0,0,36,0,209,0,0,0,0,0,0,0,0,0,0,0,0,23,5,14,60,26,19,39,23,0,0,0,0,28077,277,154,154,108,46,0,123,62.03703704,36.11111111,0,15.74074074
452,26,163,530900,1,2.61635E+11,Block Group 1,G5030,S,376758,0,42.3768379,-83.1300925,G26016305309001,2856.344646,376760.2579,G26016305309001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530900,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5309, Wayne County, Michigan", , ,159,0,0,15,0,39,0,51,0,0,12,42,0,412,9,0,0,0,0,0,0,0,0,0,13,29,53,102,0,31,33,0,51,7,61,23,0,0,17200,509,275,275,189,86,0,234,33.96226415,9.433962264,0,9.433962264
453,26,163,530900,2,2.61635E+11,Block Group 2,G5030,S,444776,0,42.3709654,-83.1233321,G26016305309002,2688.363003,444775.1016,G26016305309002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530900,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5309, Wayne County, Michigan", , ,96,0,0,8,22,23,23,0,0,0,8,10,2,480,0,0,0,0,0,0,0,0,0,0,0,72,56,47,81,126,1,0,53,41,0,2,0,1,29457,546,173,173,145,28,0,373,79.16666667,31.25,0,8.333333333
454,26,163,530900,3,2.61635E+11,Block Group 3,G5030,S,440917,0,42.3783726,-83.1259836,G26016305309003,2996.444995,440915.5332,G26016305309003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530900,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5309, Wayne County, Michigan", , ,160,6,0,22,0,43,22,67,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,28,6,9,80,22,0,0,0,0,0,215,199,199,160,39,0,16,58.125,17.5,3.75,17.5
455,26,163,531100,1,2.61635E+11,Block Group 1,G5030,S,405298,0,42.3738084,-83.1145525,G26016305311001,2625.189059,405298.4154,G26016305311001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531100,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5311, Wayne County, Michigan", , ,80,0,16,17,24,0,9,14,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,5,0,0,5,21,86,19,11,66,9,17,0,5,12,15000,359,108,108,80,28,0,251,82.5,71.25,20,41.25
456,26,163,531100,2,2.61635E+11,Block Group 2,G5030,S,218505,0,42.3768732,-83.1165978,G26016305311002,2174.819127,218503.8764,G26016305311002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531100,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5311, Wayne County, Michigan", , ,58,0,0,1,11,4,14,6,0,0,8,1,13,312,11,0,0,0,0,0,0,0,12,0,0,8,12,21,19,74,4,20,82,21,16,0,0,12,9432,396,114,114,58,56,0,282,51.72413793,20.68965517,0,1.724137931
457,26,163,531200,1,2.61635E+11,Block Group 1,G5030,S,319076,0,42.3788797,-83.1068024,G26016305312001,2414.255949,319074.3107,G26016305312001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5312, Wayne County, Michigan", , ,274,0,0,34,66,41,50,3,35,20,25,0,0,519,0,0,0,0,0,0,0,0,12,0,0,33,9,13,0,97,13,6,110,72,64,78,5,7,74318,668,318,318,281,37,0,350,69.7080292,36.49635036,0,12.40875912
458,26,163,531200,2,2.61635E+11,Block Group 2,G5030,S,268644,0,42.3760111,-83.1048664,G26016305312002,2318.019256,268643.5062,G26016305312002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5312, Wayne County, Michigan", , ,163,0,8,39,29,18,18,22,9,0,0,20,0,284,9,0,0,0,0,0,0,0,0,0,0,0,6,6,0,30,25,14,105,0,32,57,0,0,63438,337,193,193,168,25,0,144,68.71165644,46.62576687,4.90797546,28.83435583
459,26,163,531200,3,2.61635E+11,Block Group 3,G5030,S,491560,0,42.3803375,-83.0973374,G26016305312003,2841.383698,491561.526,G26016305312003,2013-2017, , ,Michigan,26,Wayne County,163, , ,531200,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5312, Wayne County, Michigan", , ,476,0,52,59,136,70,34,52,0,40,24,9,0,789,1,0,0,0,0,0,0,0,0,0,0,0,2,41,11,189,47,47,181,54,137,55,5,19,44079,1116,627,627,504,123,0,489,73.7394958,51.8907563,10.92436975,23.31932773
460,26,163,531300,1,2.61635E+11,Block Group 1,G5030,S,363817,0,42.3821578,-83.1099534,G26016305313001,2785.622942,363815.6723,G26016305313001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5313, Wayne County, Michigan", , ,166,0,52,48,15,14,6,9,0,0,14,8,0,317,13,0,0,0,0,0,0,0,0,0,0,0,31,37,0,58,12,20,11,53,47,35,0,0,41250,378,206,206,183,23,0,172,81.3253012,69.27710843,31.3253012,60.24096386
461,26,163,531300,2,2.61635E+11,Block Group 2,G5030,S,215719,0,42.3852322,-83.10952,G26016305313002,2387.87029,215718.2577,G26016305313002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5313, Wayne County, Michigan", , ,93,0,0,7,30,6,0,31,0,0,6,13,0,324,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,68,39,32,92,0,26,13,0,0,0,388,163,163,105,58,0,225,46.23655914,39.78494624,0,7.52688172
462,26,163,531400,1,2.61635E+11,Block Group 1,G5030,S,158201,0,42.3815121,-83.1158999,G26016305314001,1739.048553,158201.38,G26016305314001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5314, Wayne County, Michigan", , ,58,0,0,0,0,8,26,14,0,10,0,0,0,126,0,0,0,0,0,0,0,0,4,0,5,0,5,0,12,50,0,23,8,0,13,6,0,0,41406,201,123,123,90,33,0,78,58.62068966,0,0,0
463,26,163,531400,2,2.61635E+11,Block Group 2,G5030,S,343811,0,42.3798652,-83.1203867,G26016305314002,2347.402878,343811.3943,G26016305314002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5314, Wayne County, Michigan", , ,381,0,0,54,107,114,51,21,0,0,33,0,1,821,1,0,0,0,0,18,0,7,0,0,4,7,58,33,35,319,48,95,113,33,31,19,0,0,17301,945,448,448,401,47,0,497,85.56430446,42.25721785,0,14.17322835
464,26,163,531500,1,2.61635E+11,Block Group 1,G5030,S,176480,0,42.3905851,-83.1237793,G26016305315001,1707.951366,176480.3092,G26016305315001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5315, Wayne County, Michigan", , ,18,0,9,0,0,0,0,0,0,0,0,9,0,169,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,12,43,16,18,0,0,0,0,169,64,64,64,0,0,105,50,50,50,50
465,26,163,531500,2,2.61635E+11,Block Group 2,G5030,S,199913,0,42.3875493,-83.1217246,G26016305315002,1796.549155,199913.9967,G26016305315002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5315, Wayne County, Michigan", , ,335,0,52,0,24,0,18,24,0,107,0,0,110,648,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,107,214,68,101,77,18,0,0,0,33938,864,445,445,424,21,0,419,28.05970149,22.68656716,15.52238806,15.52238806
466,26,163,531500,3,2.61635E+11,Block Group 3,G5030,S,250780,0,42.3840626,-83.1214981,G26016305315003,2238.733704,250779.1467,G26016305315003,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5315, Wayne County, Michigan", , ,326,0,23,52,4,139,9,59,0,0,28,0,12,595,0,0,0,0,0,0,0,0,5,9,30,14,48,79,0,152,85,63,70,35,5,0,0,0,17768,761,407,407,330,77,0,354,69.63190184,24.23312883,7.055214724,23.00613497
467,26,163,531500,4,2.61635E+11,Block Group 4,G5030,S,238807,0,42.3873272,-83.1271078,G26016305315004,2152.504931,238807.5685,G26016305315004,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5315, Wayne County, Michigan", , ,81,0,0,27,0,27,0,0,0,0,27,0,0,351,0,0,0,0,0,0,0,0,0,0,27,0,0,25,0,132,51,19,43,0,27,27,0,0,24671,531,181,181,81,100,0,350,66.66666667,33.33333333,0,33.33333333
468,26,163,531600,1,2.61635E+11,Block Group 1,G5030,S,343709,0,42.3947878,-83.1266023,G26016305316001,2375.858123,343708.4164,G26016305316001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531600,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5316, Wayne County, Michigan", , ,292,0,47,70,45,72,6,33,0,5,14,0,0,574,42,0,0,0,0,0,0,0,5,8,1,0,7,6,0,141,51,38,113,66,62,34,0,0,42143,704,434,434,301,133,0,270,82.19178082,55.47945205,16.09589041,40.06849315
469,26,163,531600,2,2.61635E+11,Block Group 2,G5030,S,215670,0,42.3931414,-83.1310048,G26016305316002,1994.879973,215669.9148,G26016305316002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531600,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5316, Wayne County, Michigan", , ,219,0,12,34,53,11,20,49,0,0,30,2,8,676,57,0,0,0,0,0,0,0,0,0,8,0,22,9,10,184,83,35,72,105,31,30,30,0,25848,794,331,331,225,106,0,463,59.36073059,45.20547945,5.479452055,21.00456621
470,26,163,531700,1,2.61635E+11,Block Group 1,G5030,S,232661,0,42.3958091,-83.1183969,G26016305317001,2194.909832,232660.679,G26016305317001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531700,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5317, Wayne County, Michigan", , ,107,0,0,43,11,0,0,49,0,0,4,0,0,507,1,0,0,0,0,1,0,0,0,0,6,48,49,43,21,65,60,17,119,21,0,56,0,0,20403,543,196,196,161,35,0,347,50.46728972,50.46728972,0,40.18691589
471,26,163,531700,2,2.61635E+11,Block Group 2,G5030,S,516626,0,42.3990036,-83.1165924,G26016305317002,3641.25904,516626.2943,G26016305317002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531700,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5317, Wayne County, Michigan", , ,240,0,17,8,81,104,0,0,0,0,0,22,8,619,3,0,0,0,0,0,0,0,0,0,10,18,63,63,11,75,77,5,210,9,66,9,0,0,14333,721,327,327,240,87,0,394,87.5,44.16666667,7.083333333,10.41666667
472,26,163,531800,1,2.61635E+11,Block Group 1,G5030,S,209175,0,42.387157,-83.1124782,G26016305318001,2147.642383,209174.215,G26016305318001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5318, Wayne County, Michigan", , ,127,0,4,17,9,40,36,4,0,0,0,11,6,359,7,0,0,0,0,0,0,2,0,0,12,0,13,19,5,102,25,36,123,6,4,5,0,0,13611,406,236,236,139,97,0,170,83.46456693,23.62204724,3.149606299,16.53543307
473,26,163,531800,2,2.61635E+11,Block Group 2,G5030,S,293369,0,42.3896073,-83.1141837,G26016305318002,2349.489085,293369.3812,G26016305318002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5318, Wayne County, Michigan", , ,149,0,0,25,17,61,0,13,0,4,0,21,8,478,17,0,0,0,0,0,11,0,0,9,3,28,27,27,0,95,13,70,78,23,33,44,0,0,17067,556,235,235,152,83,0,321,69.12751678,28.18791946,0,16.77852349
474,26,163,531800,3,2.61635E+11,Block Group 3,G5030,S,366306,0,42.3928562,-83.1163719,G26016305318003,2529.592297,366306.0966,G26016305318003,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5318, Wayne County, Michigan", , ,152,0,11,36,12,24,5,12,0,0,0,47,5,355,36,0,0,0,0,0,0,0,0,0,21,0,0,13,43,95,40,29,24,13,35,6,0,0,17321,457,243,243,152,91,0,214,57.89473684,38.81578947,7.236842105,30.92105263
475,26,163,531900,1,2.61635E+11,Block Group 1,G5030,S,316908,0,42.3943203,-83.109034,G26016305319001,2409.777058,316910.7487,G26016305319001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531900,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5319, Wayne County, Michigan", , ,52,0,18,5,6,6,0,17,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,40,0,0,18,4,40,0,0,0,31875,157,92,92,52,40,0,65,67.30769231,55.76923077,34.61538462,44.23076923
476,26,163,531900,2,2.61635E+11,Block Group 2,G5030,S,390511,0,42.3869115,-83.1040781,G26016305319002,2851.373218,390509.8309,G26016305319002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531900,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5319, Wayne County, Michigan", , ,243,20,6,85,36,24,9,20,0,0,6,28,9,371,13,0,0,0,0,0,0,0,0,0,0,10,21,38,22,78,38,12,86,18,0,35,0,0,27424,677,450,450,273,177,0,227,74.07407407,60.49382716,10.69958848,45.67901235
477,26,163,532200,1,2.61635E+11,Block Group 1,G5030,S,233759,0,42.3867948,-83.0984837,G26016305322001,1922.360071,233758.8072,G26016305322001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5322, Wayne County, Michigan", , ,51,0,0,20,18,13,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,56,54,16,35,41,0,0,0,13,8567,224,151,151,51,100,0,73,100,74.50980392,0,39.21568627
478,26,163,532200,2,2.61635E+11,Block Group 2,G5030,S,465967,0,42.3892062,-83.0916787,G26016305322002,2779.552272,465967.2256,G26016305322002,2013-2017, , ,Michigan,26,Wayne County,163, , ,532200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5322, Wayne County, Michigan", , ,395,0,22,44,142,65,39,42,0,10,7,17,7,720,33,0,0,0,0,0,0,16,0,0,21,9,19,17,25,223,35,15,142,39,114,6,6,0,29671,889,518,518,401,117,0,371,78.98734177,52.65822785,5.569620253,16.70886076
