GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007
G26012501735002,2013-2017,,,Michigan,26,Oakland County,125,,,173500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1735, Oakland County, Michigan",,,1077,0,30,58,221,357,143,180,25,12,43,0,8,1274,0,0,0,0,0,0,0,0,0,0,0,0,10,17,8,250,9,53,227,57,387,206,16,34,60536,1442,1210,1210,1173,37,0,232
G26012501736001,2013-2017,,,Michigan,26,Oakland County,125,,,173600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1736, Oakland County, Michigan",,,1020,20,36,111,234,200,68,191,27,38,91,4,0,1188,6,0,0,0,0,0,7,0,6,0,0,6,31,15,19,241,47,91,221,101,201,157,24,15,47222,1452,1119,1119,1056,63,0,333
G26012501750001,2013-2017,,,Michigan,26,Oakland County,125,,,175000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1750, Oakland County, Michigan",,,94,0,61,0,0,15,0,9,0,0,9,0,0,149,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,71,9,10,29,23,0,0,0,0,16610,196,94,94,94,0,0,102
G26012501750002,2013-2017,,,Michigan,26,Oakland County,125,,,175000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1750, Oakland County, Michigan",,,329,0,99,33,43,33,77,23,21,0,0,0,0,553,0,0,0,0,0,0,0,0,0,2,16,14,13,43,29,208,3,54,95,26,40,10,0,0,52500,666,350,350,350,0,0,316
G26012501750003,2013-2017,,,Michigan,26,Oakland County,125,,,175000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1750, Oakland County, Michigan",,,483,21,35,131,50,53,18,124,5,41,0,5,0,789,0,0,0,0,0,0,0,0,0,0,0,0,36,43,26,303,42,35,112,80,55,57,0,0,29943,939,512,512,488,24,0,427
G26012501750004,2013-2017,,,Michigan,26,Oakland County,125,,,175000,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1750, Oakland County, Michigan",,,504,9,16,124,107,68,66,52,28,10,0,0,24,675,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,226,104,16,96,15,114,63,0,0,35878,737,556,556,533,23,0,181
G26012501751001,2013-2017,,,Michigan,26,Oakland County,125,,,175100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1751, Oakland County, Michigan",,,484,20,15,135,146,104,37,0,0,27,0,0,0,947,82,0,0,0,34,0,0,0,0,0,34,0,35,55,0,239,57,98,203,74,21,15,0,0,27356,1159,619,619,524,95,0,540
G26012501751002,2013-2017,,,Michigan,26,Oakland County,125,,,175100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1751, Oakland County, Michigan",,,620,17,77,116,163,125,0,36,17,57,0,12,0,816,0,0,0,0,0,0,0,0,0,0,0,44,0,14,0,271,0,114,91,162,74,36,10,0,44808,986,644,644,644,0,0,342
G26012501751003,2013-2017,,,Michigan,26,Oakland County,125,,,175100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1751, Oakland County, Michigan",,,358,0,61,15,103,60,25,59,20,0,0,15,0,445,47,0,0,0,0,0,0,0,0,0,0,0,88,98,0,86,0,29,30,34,33,0,0,0,21433,574,465,465,414,51,0,109
G26012501751004,2013-2017,,,Michigan,26,Oakland County,125,,,175100,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1751, Oakland County, Michigan",,,276,0,31,68,48,61,45,23,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,25,0,18,196,29,23,28,29,13,0,17,0,53942,448,326,326,308,18,0,122
G26012501751005,2013-2017,,,Michigan,26,Oakland County,125,,,175100,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1751, Oakland County, Michigan",,,75,0,0,0,18,14,0,0,0,0,0,22,21,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,11,51,0,0,22,0,18,,262,119,119,75,44,0,143
G26012501751006,2013-2017,,,Michigan,26,Oakland County,125,,,175100,6,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 1751, Oakland County, Michigan",,,244,0,24,60,77,41,0,27,0,0,15,0,0,378,0,0,0,0,0,0,0,0,0,0,45,0,14,0,0,109,0,107,54,35,14,0,0,0,,458,319,319,270,49,0,139
G26012501751007,2013-2017,,,Michigan,26,Oakland County,125,,,175100,7,,,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 1751, Oakland County, Michigan",,,208,0,45,13,0,27,57,39,13,14,0,0,0,506,39,0,0,0,0,0,0,0,0,0,43,0,0,0,0,212,46,41,95,0,30,0,0,0,15577,581,222,222,222,0,0,359
G26012501752001,2013-2017,,,Michigan,26,Oakland County,125,,,175200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1752, Oakland County, Michigan",,,213,0,103,20,26,19,8,19,7,0,0,11,0,318,0,0,0,0,0,0,0,0,9,0,0,9,0,24,9,82,48,26,64,29,18,0,0,0,,376,246,246,213,33,0,130
G26012501752002,2013-2017,,,Michigan,26,Oakland County,125,,,175200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1752, Oakland County, Michigan",,,541,9,95,110,140,94,11,41,0,0,23,18,0,835,7,0,0,0,0,0,0,0,0,0,31,0,48,37,8,349,50,7,112,68,98,20,0,0,39643,943,600,600,566,34,0,343
G26012501752003,2013-2017,,,Michigan,26,Oakland County,125,,,175200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1752, Oakland County, Michigan",,,307,0,37,12,0,162,0,59,0,0,11,26,0,488,0,0,0,9,0,0,0,0,0,0,0,11,45,6,41,102,24,51,118,19,62,0,0,0,24804,564,321,321,307,14,0,243
G26012501752004,2013-2017,,,Michigan,26,Oakland County,125,,,175200,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1752, Oakland County, Michigan",,,362,8,28,43,112,57,19,24,0,39,6,19,7,622,11,0,0,0,0,12,0,0,0,0,20,17,27,10,10,211,26,46,113,28,58,23,0,10,53750,632,362,362,362,0,0,270
G26012501752005,2013-2017,,,Michigan,26,Oakland County,125,,,175200,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1752, Oakland County, Michigan",,,306,0,28,0,50,113,11,55,0,28,9,12,0,538,0,0,0,0,0,0,11,0,0,0,0,20,42,9,6,236,35,22,128,20,9,0,0,0,,733,317,317,306,11,0,416
G26012501753001,2013-2017,,,Michigan,26,Oakland County,125,,,175300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1753, Oakland County, Michigan",,,505,0,133,45,122,97,24,60,15,0,0,9,0,812,0,0,0,0,0,0,0,0,0,0,24,0,62,10,23,234,25,60,220,55,99,0,0,0,37841,923,607,607,537,70,0,316
G26012501753002,2013-2017,,,Michigan,26,Oakland County,125,,,175300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1753, Oakland County, Michigan",,,217,0,7,51,43,32,33,37,0,0,0,14,0,292,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,48,15,46,36,32,48,14,0,0,33500,339,277,277,241,36,0,62
G26012501753003,2013-2017,,,Michigan,26,Oakland County,125,,,175300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1753, Oakland County, Michigan",,,279,0,21,11,147,81,0,19,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,19,13,22,0,13,45,92,12,58,83,16,158,64,0,0,42455,739,351,351,328,23,0,388
G26012501753004,2013-2017,,,Michigan,26,Oakland County,125,,,175300,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1753, Oakland County, Michigan",,,352,0,0,20,75,97,56,66,0,6,11,21,0,606,27,13,0,0,0,0,0,0,0,0,0,0,34,61,10,119,19,49,167,42,56,0,0,9,32083,767,412,412,394,18,0,355
G26012501753005,2013-2017,,,Michigan,26,Oakland County,125,,,175300,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1753, Oakland County, Michigan",,,336,35,25,25,85,12,12,78,8,9,17,0,30,435,0,0,0,0,0,0,0,0,0,0,18,0,53,20,0,116,15,10,129,25,49,0,0,0,43292,521,349,349,336,13,0,172
G26012501800001,2013-2017,,,Michigan,26,Oakland County,125,,,180000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1800, Oakland County, Michigan",,,873,0,147,180,161,107,100,79,8,18,55,18,0,998,0,0,0,0,0,0,0,0,23,0,0,85,7,13,0,192,13,64,122,106,235,101,22,15,71645,1232,932,932,902,30,0,300
G26012501800002,2013-2017,,,Michigan,26,Oakland County,125,,,180000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1800, Oakland County, Michigan",,,710,0,106,56,53,181,41,162,24,25,62,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,219,23,95,145,157,178,132,0,0,80458,1051,740,740,732,8,0,311
G26012501801001,2013-2017,,,Michigan,26,Oakland County,125,,,180100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1801, Oakland County, Michigan",,,529,0,51,37,139,72,38,101,25,17,30,0,19,753,0,0,0,0,0,0,0,9,0,0,0,0,0,0,19,115,20,39,139,58,182,138,26,8,80223,901,635,635,586,49,0,266
G26012501801002,2013-2017,,,Michigan,26,Oakland County,125,,,180100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1801, Oakland County, Michigan",,,554,0,67,49,33,61,28,196,16,9,66,29,0,922,0,0,0,0,0,0,0,0,0,8,0,0,22,4,15,354,8,58,65,75,186,123,0,4,49364,1040,645,645,569,76,0,395
G26012501801003,2013-2017,,,Michigan,26,Oakland County,125,,,180100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1801, Oakland County, Michigan",,,424,0,42,42,50,118,92,28,0,0,52,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,120,0,48,114,37,172,37,11,10,52607,614,451,451,442,9,0,163
G26012501802001,2013-2017,,,Michigan,26,Oakland County,125,,,180200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1802, Oakland County, Michigan",,,485,0,21,98,37,70,57,50,31,28,84,0,9,634,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,167,10,50,110,74,156,38,0,8,61477,719,514,514,498,16,0,205
G26012501802002,2013-2017,,,Michigan,26,Oakland County,125,,,180200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1802, Oakland County, Michigan",,,818,94,96,118,68,122,37,110,35,20,51,67,0,990,8,0,0,0,0,0,0,0,0,0,0,0,0,22,13,270,13,81,224,18,187,87,67,0,62050,1065,827,827,818,9,0,238
G26012501802003,2013-2017,,,Michigan,26,Oakland County,125,,,180200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1802, Oakland County, Michigan",,,836,22,91,154,125,157,73,73,51,27,44,19,0,1122,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,258,29,52,289,147,238,58,7,24,61742,1229,935,935,914,21,0,294
G26012501803001,2013-2017,,,Michigan,26,Oakland County,125,,,180300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1803, Oakland County, Michigan",,,841,0,132,147,105,89,47,200,30,0,65,26,0,1195,0,0,0,0,0,0,0,9,0,0,0,0,14,8,27,205,21,104,185,102,375,124,0,21,86875,1275,917,917,857,60,0,358
G26012501803002,2013-2017,,,Michigan,26,Oakland County,125,,,180300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1803, Oakland County, Michigan",,,216,0,16,52,91,27,21,0,9,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,18,22,19,144,10,17,104,21,108,21,0,0,24750,575,228,228,228,0,0,347
G26012501803003,2013-2017,,,Michigan,26,Oakland County,125,,,180300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1803, Oakland County, Michigan",,,473,33,83,117,70,43,16,34,29,38,0,10,0,595,8,0,0,0,0,0,0,0,0,0,0,0,6,8,0,102,12,75,118,21,181,64,0,0,57750,622,499,499,483,16,0,123
G26012501810001,2013-2017,,,Michigan,26,Oakland County,125,,,181000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1810, Oakland County, Michigan",,,304,0,78,8,30,0,13,9,68,0,0,50,48,706,185,0,0,0,12,0,0,0,114,0,68,0,18,0,0,65,21,24,46,66,22,65,0,0,13325,766,317,317,304,13,0,449
G26012501810002,2013-2017,,,Michigan,26,Oakland County,125,,,181000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1810, Oakland County, Michigan",,,1393,44,15,116,436,291,80,142,100,102,17,17,33,1647,219,0,0,0,0,0,0,0,0,34,36,0,0,86,149,332,12,55,227,94,233,70,100,0,35500,2117,1492,1492,1438,54,0,625
G26012501810003,2013-2017,,,Michigan,26,Oakland County,125,,,181000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1810, Oakland County, Michigan",,,573,19,0,77,137,88,40,69,0,90,0,53,0,800,19,0,0,0,0,0,0,0,11,0,0,4,9,14,0,192,4,17,82,121,221,58,26,22,55156,845,573,573,573,0,0,272
G26012501811001,2013-2017,,,Michigan,26,Oakland County,125,,,181100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1811, Oakland County, Michigan",,,555,25,32,42,68,137,50,134,14,9,44,0,0,970,0,0,0,0,0,0,0,0,0,8,0,8,0,21,25,261,21,108,151,53,186,104,16,8,78661,1057,625,625,604,21,0,432
G26012501811002,2013-2017,,,Michigan,26,Oakland County,125,,,181100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1811, Oakland County, Michigan",,,712,0,49,160,119,176,41,50,18,29,33,28,9,1065,0,0,0,0,0,0,0,0,0,12,10,0,17,0,0,341,40,77,270,136,119,43,0,0,57813,1212,792,792,772,20,0,420
G26012501812001,2013-2017,,,Michigan,26,Oakland County,125,,,181200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1812, Oakland County, Michigan",,,597,0,33,18,133,175,43,83,0,40,72,0,0,685,39,0,0,0,0,0,0,0,0,0,0,0,0,0,18,194,43,12,125,17,182,32,0,23,52267,1015,713,713,699,14,0,302
G26012501812002,2013-2017,,,Michigan,26,Oakland County,125,,,181200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1812, Oakland County, Michigan",,,727,0,83,91,164,147,49,157,16,0,0,20,0,1177,0,0,0,0,0,0,0,18,0,0,16,80,20,18,16,444,0,99,113,79,168,86,0,20,60179,1199,778,778,778,0,0,421
G26012501812003,2013-2017,,,Michigan,26,Oakland County,125,,,181200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1812, Oakland County, Michigan",,,502,16,91,0,85,68,0,88,0,0,117,37,0,435,0,0,0,0,0,0,0,0,42,0,8,0,9,6,0,213,30,39,42,15,31,0,0,0,53105,565,502,502,502,0,0,63
G26012501812004,2013-2017,,,Michigan,26,Oakland County,125,,,181200,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1812, Oakland County, Michigan",,,863,0,97,150,239,75,112,127,0,17,20,26,0,1245,80,0,0,0,0,0,0,0,0,0,0,0,67,0,51,429,100,70,232,47,139,30,0,0,43148,1512,1046,1046,863,183,0,466
G26012501812005,2013-2017,,,Michigan,26,Oakland County,125,,,181200,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1812, Oakland County, Michigan",,,605,21,44,78,208,115,15,55,0,16,34,19,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,358,16,40,65,135,179,17,25,0,83971,980,646,646,646,0,0,334
G26012501813001,2013-2017,,,Michigan,26,Oakland County,125,,,181300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1813, Oakland County, Michigan",,,236,0,0,50,15,0,22,15,22,38,74,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,64,14,0,33,79,81,32,0,0,55486,380,269,269,269,0,0,111
G26012501813002,2013-2017,,,Michigan,26,Oakland County,125,,,181300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1813, Oakland County, Michigan",,,520,0,35,121,133,29,0,143,31,0,28,0,0,1054,2,0,0,0,0,0,0,0,0,0,14,0,18,46,56,208,83,94,105,129,240,59,0,0,34212,1102,688,688,621,67,0,414
G26012501813003,2013-2017,,,Michigan,26,Oakland County,125,,,181300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1813, Oakland County, Michigan",,,611,29,38,171,51,81,40,130,17,11,14,29,0,875,0,0,0,0,0,0,0,0,0,0,0,0,21,14,17,269,25,135,142,97,127,28,0,0,64667,1039,673,673,625,48,0,366
G26012501813004,2013-2017,,,Michigan,26,Oakland County,125,,,181300,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1813, Oakland County, Michigan",,,683,0,1,141,173,116,40,129,21,0,17,26,19,876,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,181,41,153,189,180,77,21,20,0,71667,1156,809,809,683,126,0,347
G26012501813005,2013-2017,,,Michigan,26,Oakland County,125,,,181300,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1813, Oakland County, Michigan",,,308,0,90,13,77,84,0,20,0,0,0,24,0,837,64,0,0,0,0,59,0,0,0,13,92,26,30,30,14,278,14,61,13,20,67,56,0,0,21336,1019,308,308,308,0,0,711
G26012501814001,2013-2017,,,Michigan,26,Oakland County,125,,,181400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1814, Oakland County, Michigan",,,453,7,87,34,74,80,40,94,7,0,9,5,16,659,31,0,0,0,0,0,0,0,33,28,13,35,14,12,23,118,0,70,156,22,57,47,0,0,55547,763,487,487,453,34,0,276
G26012501814002,2013-2017,,,Michigan,26,Oakland County,125,,,181400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1814, Oakland County, Michigan",,,565,16,9,49,164,152,4,71,43,57,0,0,0,869,0,0,0,0,0,0,0,0,60,0,0,10,0,16,29,209,20,68,208,84,74,85,6,0,45729,1014,701,701,619,82,0,313
G26012501814003,2013-2017,,,Michigan,26,Oakland County,125,,,181400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1814, Oakland County, Michigan",,,537,0,69,68,72,134,57,108,0,17,12,0,0,741,5,0,0,0,0,0,0,0,0,0,12,25,0,18,7,127,7,104,160,32,181,63,0,0,47159,892,577,577,560,17,0,315
G26012501815001,2013-2017,,,Michigan,26,Oakland County,125,,,181500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1815, Oakland County, Michigan",,,389,0,0,27,27,54,82,112,0,0,30,30,27,607,13,0,0,0,0,0,0,0,0,0,0,12,0,24,47,96,23,38,179,60,66,19,19,11,42537,733,420,420,420,0,0,313
G26012501815002,2013-2017,,,Michigan,26,Oakland County,125,,,181500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1815, Oakland County, Michigan",,,710,35,94,80,65,122,65,113,0,40,9,43,44,998,0,0,0,0,0,0,13,0,0,0,15,0,19,17,33,349,12,93,144,108,111,84,0,0,41316,1232,810,810,759,51,0,422
G26012501816001,2013-2017,,,Michigan,26,Oakland County,125,,,181600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1816, Oakland County, Michigan",,,834,20,58,219,74,95,127,97,0,0,12,115,17,1064,13,0,0,0,0,0,0,0,0,0,17,0,17,0,14,380,101,106,241,36,122,17,0,0,35000,1291,875,875,834,41,0,416
G26012501816002,2013-2017,,,Michigan,26,Oakland County,125,,,181600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1816, Oakland County, Michigan",,,577,0,44,37,151,109,20,71,20,11,0,114,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,27,54,175,16,95,150,78,107,21,0,11,55147,763,609,609,591,18,0,154
G26012501816003,2013-2017,,,Michigan,26,Oakland County,125,,,181600,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1816, Oakland County, Michigan",,,237,0,47,14,43,0,68,53,0,0,12,0,0,249,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,16,32,0,15,14,25,0,0,,377,255,255,255,0,0,122
G26012501816004,2013-2017,,,Michigan,26,Oakland County,125,,,181600,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1816, Oakland County, Michigan",,,546,14,0,105,73,84,44,73,0,0,122,19,12,856,51,0,0,0,0,0,0,0,0,0,0,0,34,0,39,156,0,61,112,66,337,0,0,0,49128,902,558,558,546,12,0,344
G26012501816005,2013-2017,,,Michigan,26,Oakland County,125,,,181600,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1816, Oakland County, Michigan",,,680,0,144,45,180,161,0,66,0,0,63,21,0,988,16,0,0,0,0,0,0,0,0,0,19,33,173,84,26,225,92,26,52,46,178,18,0,0,37656,1018,703,703,680,23,0,315
G26012501830001,2013-2017,,,Michigan,26,Oakland County,125,,,183000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1830, Oakland County, Michigan",,,631,0,38,79,195,125,0,67,10,13,83,0,21,849,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,84,143,48,193,86,53,0,67273,955,684,671,647,24,13,271
G26012501830002,2013-2017,,,Michigan,26,Oakland County,125,,,183000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1830, Oakland County, Michigan",,,922,0,138,231,97,47,149,55,37,44,75,49,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,153,0,28,221,96,532,210,80,0,59762,1498,1041,1041,957,84,0,457
G26012501830003,2013-2017,,,Michigan,26,Oakland County,125,,,183000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1830, Oakland County, Michigan",,,448,46,21,29,108,43,13,50,0,12,113,13,0,632,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,11,46,196,27,171,99,0,0,30000,754,513,513,498,15,0,241
G26012501831001,2013-2017,,,Michigan,26,Oakland County,125,,,183100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1831, Oakland County, Michigan",,,522,13,75,126,106,32,0,58,36,33,43,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,77,0,28,145,98,217,37,26,9,74226,766,546,546,538,8,0,220
G26012501831002,2013-2017,,,Michigan,26,Oakland County,125,,,183100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1831, Oakland County, Michigan",,,761,13,43,96,84,187,29,62,20,68,140,9,10,978,10,0,0,0,0,0,0,0,0,0,0,8,0,0,18,111,12,68,124,150,362,105,0,10,86813,1027,813,813,802,11,0,214
G26012501831003,2013-2017,,,Michigan,26,Oakland County,125,,,183100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1831, Oakland County, Michigan",,,391,0,31,95,48,41,18,127,10,10,11,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,114,22,78,66,61,125,79,0,24,88194,651,420,420,399,21,0,231
G26012501831004,2013-2017,,,Michigan,26,Oakland County,125,,,183100,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1831, Oakland County, Michigan",,,693,12,57,50,136,106,79,98,74,41,20,20,0,982,12,0,0,0,0,0,0,0,0,0,8,0,13,8,14,219,22,26,56,82,324,137,53,8,68750,1177,838,838,767,71,0,339
G26012501832001,2013-2017,,,Michigan,26,Oakland County,125,,,183200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1832, Oakland County, Michigan",,,910,0,81,153,138,197,90,113,64,40,28,6,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,188,11,76,207,67,348,229,17,50,48833,1469,989,989,965,24,0,480
G26012501832002,2013-2017,,,Michigan,26,Oakland County,125,,,183200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1832, Oakland County, Michigan",,,618,13,61,76,159,68,53,107,27,32,12,10,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,34,136,74,245,133,43,17,88958,944,653,653,634,19,0,291
G26012501832003,2013-2017,,,Michigan,26,Oakland County,125,,,183200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1832, Oakland County, Michigan",,,306,12,37,36,31,46,16,57,20,32,7,12,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,14,32,63,28,103,68,23,0,57566,539,384,384,344,40,0,155
G26012501833001,2013-2017,,,Michigan,26,Oakland County,125,,,183300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1833, Oakland County, Michigan",,,545,20,19,128,144,42,54,68,0,37,15,18,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,59,48,175,51,22,76,73047,765,606,606,581,25,0,159
G26012501833002,2013-2017,,,Michigan,26,Oakland County,125,,,183300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1833, Oakland County, Michigan",,,446,0,48,89,56,21,17,137,29,17,25,7,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,32,0,38,80,29,220,108,22,18,71563,634,474,474,474,0,0,160
G26012501833003,2013-2017,,,Michigan,26,Oakland County,125,,,183300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1833, Oakland County, Michigan",,,373,0,30,21,70,60,27,73,14,21,41,16,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,25,115,63,118,68,62,0,46691,588,393,393,373,20,0,195
G26012501833004,2013-2017,,,Michigan,26,Oakland County,125,,,183300,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1833, Oakland County, Michigan",,,432,0,25,84,44,43,53,62,37,0,60,8,16,603,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,128,8,41,97,13,187,14,98,9,77778,603,432,432,432,0,0,171
