GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTM001,AHZTM002,AHZTM003,AHZTM004,AHZTM005,AHZTM006,AHZTM007,AHZTM008,AHZTM009,AHZTM010,AHZTM011,AHZTM012,AHZTM013,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,AH1PM001,AH3PM001,AH3PM002,AH3PM003,AH3PM004,AH3PM005,AH3PM006,AH3PM007
"G26009902253001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2253, Macomb County, Michigan",,,105,20,17,30,14,27,32,63,16,27,55,12,12,102,10,10,10,10,10,10,10,10,10,10,10,10,10,22,14,68,25,53,36,63,45,30,10,32,18902,122,96,96,97,27,10,90
"G26009902253002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2253, Macomb County, Michigan",,,68,10,10,25,22,33,24,27,18,10,36,25,10,88,14,10,10,10,10,10,10,14,10,10,10,10,4,10,10,59,16,27,27,33,47,31,10,10,20560,89,71,71,71,10,10,59
"G26009902253003","2013-2017",,,"Michigan","26","Macomb County","099",,,"225300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2253, Macomb County, Michigan",,,96,10,15,29,27,31,28,38,54,23,31,25,10,172,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22,103,18,50,45,64,62,51,10,10,17025,181,100,100,97,22,10,127
"G26009902253004","2013-2017",,,"Michigan","26","Macomb County","099",,,"225300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2253, Macomb County, Michigan",,,168,19,42,48,57,66,45,76,51,81,62,59,24,185,10,10,10,10,10,10,10,10,10,10,18,10,16,16,10,127,20,49,91,79,138,71,25,10,13900,203,172,172,177,33,10,142
"G26009902254001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2254, Macomb County, Michigan",,,208,10,41,88,70,77,59,125,36,66,72,76,29,186,8,10,21,10,10,10,10,2,10,10,10,10,10,6,46,115,13,59,104,106,160,97,66,53,25851,221,217,217,216,32,10,178
"G26009902254002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2254, Macomb County, Michigan",,,282,10,36,52,214,116,70,133,54,53,93,68,24,295,31,10,10,10,10,10,10,10,26,10,32,10,24,10,67,106,31,93,122,148,167,114,87,19,20932,345,304,304,303,24,10,230
"G26009902254003","2013-2017",,,"Michigan","26","Macomb County","099",,,"225400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2254, Macomb County, Michigan",,,154,26,52,72,41,87,49,44,35,23,48,39,10,153,83,10,10,10,10,10,10,10,10,10,10,10,10,31,20,114,10,57,91,65,91,38,10,23,10012,159,146,146,146,10,10,133
"G26009902255001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2255, Macomb County, Michigan",,,168,10,26,95,85,92,59,98,31,45,81,24,10,189,61,10,10,10,10,10,42,10,10,10,101,71,10,18,26,137,30,51,97,51,87,52,42,21,12626,232,183,183,174,57,10,136
"G26009902255002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2255, Macomb County, Michigan",,,127,10,32,57,50,58,39,39,39,15,50,27,10,129,4,10,10,10,10,10,10,2,10,10,10,13,10,10,18,63,36,46,69,87,66,67,34,10,15645,169,132,132,132,10,10,126
"G26009902255003","2013-2017",,,"Michigan","26","Macomb County","099",,,"225500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2255, Macomb County, Michigan",,,153,19,54,57,44,48,20,52,14,53,37,30,10,139,10,10,10,10,10,10,10,10,10,10,15,10,20,20,30,92,19,49,70,60,91,42,10,22,10707,205,150,150,152,31,10,119
"G26009902256001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2256, Macomb County, Michigan",,,190,15,23,56,67,76,91,29,63,66,23,32,19,191,24,10,10,10,10,10,10,15,10,10,14,56,16,65,15,92,98,53,56,58,90,34,27,10,7294,200,187,187,189,22,10,93
"G26009902256002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2256, Macomb County, Michigan",,,153,10,20,42,59,50,21,114,12,27,54,30,30,127,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,53,9,18,79,47,87,40,10,21,8084,165,152,152,156,21,10,72
"G26009902256003","2013-2017",,,"Michigan","26","Macomb County","099",,,"225600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2256, Macomb County, Michigan",,,196,10,51,59,79,45,24,71,45,22,59,66,33,206,35,10,10,10,10,10,35,12,10,10,10,31,60,53,19,138,24,29,85,49,77,71,17,10,8399,260,219,219,195,47,10,183
"G26009902257011","2013-2017",,,"Michigan","26","Macomb County","099",,,"225701","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2257.01, Macomb County, Michigan",,,250,68,40,82,125,138,45,74,10,10,35,24,10,285,44,10,10,10,10,10,10,10,68,10,10,69,39,23,10,205,10,82,93,72,56,40,10,10,2869,396,314,314,258,95,10,232
"G26009902257012","2013-2017",,,"Michigan","26","Macomb County","099",,,"225701","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2257.01, Macomb County, Michigan",,,226,10,44,45,124,85,46,116,44,51,48,43,10,247,10,10,10,10,10,10,10,10,10,10,27,10,10,23,10,173,24,46,94,69,141,54,42,10,9626,298,283,278,263,51,24,112
"G26009902257013","2013-2017",,,"Michigan","26","Macomb County","099",,,"225701","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2257.01, Macomb County, Michigan",,,387,10,38,168,185,142,68,159,43,107,52,88,10,340,40,10,10,10,10,10,10,10,10,10,10,10,50,36,35,170,26,56,194,105,199,98,32,10,23242,380,375,375,386,56,22,177
"G26009902257021","2013-2017",,,"Michigan","26","Macomb County","099",,,"225702","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2257.02, Macomb County, Michigan",,,53,15,13,35,34,22,13,31,10,22,10,20,10,71,7,10,10,10,10,10,10,10,10,10,8,8,10,11,10,64,7,25,40,24,26,16,10,10,8966,79,52,53,53,7,8,54
"G26009902257022","2013-2017",,,"Michigan","26","Macomb County","099",,,"225702","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2257.02, Macomb County, Michigan",,,92,17,17,25,56,32,16,21,24,27,48,23,7,93,10,10,10,10,10,10,10,10,7,10,10,10,11,10,10,77,10,25,63,28,39,32,10,10,6882,103,92,92,92,14,10,62
"G26009902258001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2258, Macomb County, Michigan",,,230,10,69,35,57,41,87,171,36,10,51,4,10,254,19,10,10,10,10,10,10,10,10,10,10,10,30,25,58,129,37,62,101,68,117,30,10,10,15504,338,275,275,230,98,10,168
"G26009902258002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2258, Macomb County, Michigan",,,247,10,25,122,79,84,94,105,33,10,77,10,10,258,33,10,10,10,10,10,10,10,10,10,10,10,24,31,10,200,31,48,60,113,141,73,26,10,35287,310,264,264,235,93,10,130
"G26009902258003","2013-2017",,,"Michigan","26","Macomb County","099",,,"225800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2258, Macomb County, Michigan",,,288,10,147,54,68,59,28,84,29,22,112,27,10,286,21,10,10,10,10,10,10,10,10,10,21,10,30,51,10,134,10,25,152,59,61,132,10,10,22123,294,289,289,287,38,10,103
"G26009902258004","2013-2017",,,"Michigan","26","Macomb County","099",,,"225800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2258, Macomb County, Michigan",,,190,10,35,80,155,49,20,93,10,22,91,32,10,270,10,10,10,10,10,10,10,10,10,10,10,10,10,31,97,292,30,52,117,67,140,103,26,10,34024,341,288,288,196,145,10,147
"G26009902259001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2259, Macomb County, Michigan",,,196,23,35,76,86,71,60,100,16,48,66,92,5,219,10,10,10,10,10,10,10,10,113,10,7,10,29,10,10,131,54,58,108,77,133,61,36,28,13556,238,200,200,195,58,10,185
"G26009902259002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2259, Macomb County, Michigan",,,219,20,23,67,95,73,26,110,73,22,33,76,28,241,58,10,10,10,10,10,120,10,10,10,15,16,40,28,38,117,39,50,102,66,90,35,15,39,15412,272,226,226,220,44,10,143
"G26009902259003","2013-2017",,,"Michigan","26","Macomb County","099",,,"225900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2259, Macomb County, Michigan",,,116,14,33,44,34,50,30,46,19,28,21,25,10,136,27,10,10,10,10,10,10,10,10,10,10,10,10,10,16,124,24,47,47,47,46,26,13,10,12406,142,136,136,134,25,10,63
"G26009902261001","2013-2017",,,"Michigan","26","Macomb County","099",,,"226100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2261, Macomb County, Michigan",,,340,48,184,109,88,51,78,166,50,90,123,52,29,269,32,10,25,10,10,25,10,53,24,25,24,4,31,60,39,146,31,68,143,127,168,175,52,46,20647,382,349,349,347,74,10,229
"G26009902261002","2013-2017",,,"Michigan","26","Macomb County","099",,,"226100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2261, Macomb County, Michigan",,,226,49,81,98,69,97,65,115,107,66,71,47,24,248,10,10,10,10,10,10,10,10,10,10,64,10,74,10,25,126,42,112,127,86,123,130,145,40,17604,272,226,226,221,72,10,261
"G26009902264001","2013-2017",,,"Michigan","26","Macomb County","099",,,"226400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2264, Macomb County, Michigan",,,100,12,25,36,57,55,44,70,31,36,51,31,14,66,45,10,10,10,3,10,10,10,9,10,10,10,10,25,20,72,11,29,70,58,65,60,35,23,16080,79,99,99,93,32,10,87
"G26009902267001","2013-2017",,,"Michigan","26","Macomb County","099",,,"226700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2267, Macomb County, Michigan",,,212,10,94,68,84,109,32,150,38,48,80,89,10,249,38,10,10,10,10,10,10,10,10,10,76,10,57,38,31,185,41,81,148,75,134,144,10,10,4900,259,234,234,220,59,10,193
"G26009902267002","2013-2017",,,"Michigan","26","Macomb County","099",,,"226700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2267, Macomb County, Michigan",,,214,10,29,79,99,50,60,96,10,41,60,30,28,271,22,10,10,10,10,10,10,10,10,29,38,56,22,36,10,193,104,86,186,120,77,61,10,10,14821,292,236,236,215,121,10,265
"G26009902270001","2013-2017",,,"Michigan","26","Macomb County","099",,,"227000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2270, Macomb County, Michigan",,,206,10,10,67,64,91,48,96,24,27,67,49,10,187,30,10,10,10,10,10,10,9,10,10,27,26,20,45,26,116,39,114,119,95,83,84,25,10,7100,221,223,223,219,44,10,167
"G26009902270002","2013-2017",,,"Michigan","26","Macomb County","099",,,"227000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2270, Macomb County, Michigan",,,237,10,40,57,91,78,10,67,55,43,41,40,10,157,10,10,10,10,10,10,10,21,10,10,10,10,10,10,10,82,29,51,106,64,75,43,43,24,40310,285,255,255,254,8,10,118
"G26009902270003","2013-2017",,,"Michigan","26","Macomb County","099",,,"227000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2270, Macomb County, Michigan",,,161,10,23,75,54,106,64,87,21,10,40,10,10,215,10,10,10,10,10,30,10,10,10,10,50,9,10,54,32,74,27,65,105,73,93,86,10,53,16417,259,185,185,162,52,10,146
"G26009902270004","2013-2017",,,"Michigan","26","Macomb County","099",,,"227000","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2270, Macomb County, Michigan",,,283,30,73,51,128,133,65,87,28,53,84,65,26,419,72,10,10,10,10,10,10,10,160,10,21,10,10,10,10,118,157,61,102,95,113,85,10,47,35682,506,289,289,288,46,10,327
"G26009902273001","2013-2017",,,"Michigan","26","Macomb County","099",,,"227300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2273, Macomb County, Michigan",,,185,10,13,27,117,46,26,39,33,36,31,28,53,179,10,10,10,10,10,10,10,10,12,10,10,14,15,21,10,94,10,52,73,28,92,62,24,10,20957,185,199,199,187,35,10,97
"G26009902273002","2013-2017",,,"Michigan","26","Macomb County","099",,,"227300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2273, Macomb County, Michigan",,,173,10,28,54,77,121,65,82,41,46,48,31,31,193,40,10,10,10,10,10,10,10,12,5,44,20,22,59,51,124,46,76,75,55,113,91,12,32,9212,212,173,173,174,21,10,215
"G26009902280001","2013-2017",,,"Michigan","26","Macomb County","099",,,"228000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2280, Macomb County, Michigan",,,156,47,46,47,81,53,36,64,37,24,64,66,42,167,10,10,10,10,10,6,10,10,10,10,16,21,54,30,18,114,35,71,86,88,142,41,40,10,10166,216,170,170,174,33,10,150
"G26009902280002","2013-2017",,,"Michigan","26","Macomb County","099",,,"228000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2280, Macomb County, Michigan",,,143,10,25,41,37,47,44,42,15,14,54,37,23,125,29,10,10,10,10,10,10,10,10,10,10,17,10,17,10,88,19,42,53,62,37,65,18,10,7383,152,138,138,138,41,10,71
"G26009902281001","2013-2017",,,"Michigan","26","Macomb County","099",,,"228100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2281, Macomb County, Michigan",,,99,12,19,33,27,12,23,97,16,8,8,11,10,105,13,10,10,10,10,10,10,10,10,10,20,15,18,34,12,54,20,29,74,18,23,15,10,10,10548,100,99,99,99,14,10,55
"G26009902281002","2013-2017",,,"Michigan","26","Macomb County","099",,,"228100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2281, Macomb County, Michigan",,,69,10,39,21,35,41,13,32,10,12,17,36,10,106,20,10,10,10,10,10,10,10,10,10,10,10,28,17,14,80,47,32,39,41,47,12,10,4,29074,125,94,94,73,54,10,89
"G26009902300001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2300, Macomb County, Michigan",,,288,10,77,113,141,69,102,138,29,29,114,90,10,263,70,10,10,10,10,10,10,10,10,10,10,92,33,29,43,103,65,113,182,39,138,122,10,10,14048,333,311,311,305,26,10,186
"G26009902300002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2300, Macomb County, Michigan",,,218,72,82,51,77,108,70,68,43,90,51,39,10,262,20,10,10,10,3,10,10,10,57,66,72,70,69,30,20,165,62,86,138,89,99,103,25,30,12302,283,229,229,222,52,10,221
"G26009902302001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2302, Macomb County, Michigan",,,100,28,35,16,33,76,17,23,24,25,28,17,10,108,10,10,10,10,10,10,10,10,10,10,38,10,13,37,18,61,15,30,66,65,26,15,10,12,13556,180,116,116,110,18,10,133
"G26009902302002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2302, Macomb County, Michigan",,,153,18,16,47,58,67,43,109,18,34,48,26,10,127,10,10,10,10,10,10,10,10,10,10,10,10,35,35,13,96,10,53,79,47,63,34,12,10,12294,150,154,154,155,21,10,86
"G26009902302003","2013-2017",,,"Michigan","26","Macomb County","099",,,"230200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2302, Macomb County, Michigan",,,119,11,50,52,42,39,37,38,19,12,15,13,18,88,10,10,10,10,10,10,10,10,10,10,10,10,10,20,29,51,16,22,47,29,56,22,15,10,17353,136,111,111,110,14,10,78
"G26009902302004","2013-2017",,,"Michigan","26","Macomb County","099",,,"230200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2302, Macomb County, Michigan",,,144,13,14,51,44,39,56,95,20,28,47,47,18,134,11,10,10,10,10,10,10,10,20,11,15,10,28,34,10,110,24,53,73,60,59,45,27,10,8358,154,148,148,142,32,9,117
"G26009902303001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2303, Macomb County, Michigan",,,165,34,45,50,62,105,35,86,18,48,46,65,10,197,13,10,10,10,10,10,10,10,13,17,17,16,13,38,35,169,27,46,87,66,77,45,16,14,18973,211,159,159,159,31,10,172
"G26009902303002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2303, Macomb County, Michigan",,,120,10,58,42,72,43,25,30,13,18,44,14,10,120,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,81,10,45,53,41,57,32,10,14,8406,145,123,123,123,21,10,66
"G26009902303003","2013-2017",,,"Michigan","26","Macomb County","099",,,"230300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2303, Macomb County, Michigan",,,125,10,51,45,59,34,32,50,20,24,32,39,14,178,8,10,10,10,10,10,10,10,10,25,10,22,18,13,36,102,21,51,81,65,97,19,14,12,9783,196,131,131,125,34,10,149
"G26009902304001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2304, Macomb County, Michigan",,,136,13,52,80,98,62,35,42,18,10,30,40,10,115,14,10,10,10,10,10,10,10,10,5,10,10,10,22,26,101,17,72,76,65,84,67,14,10,7652,161,139,139,136,40,10,124
"G26009902304002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2304, Macomb County, Michigan",,,209,10,77,35,73,52,40,23,21,38,75,61,10,198,9,10,10,10,10,10,10,10,10,10,10,10,10,15,13,81,52,10,51,18,192,27,43,10,13184,243,203,203,204,9,10,82
"G26009902304003","2013-2017",,,"Michigan","26","Macomb County","099",,,"230400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2304, Macomb County, Michigan",,,113,9,9,56,38,50,30,42,14,46,17,20,9,137,10,10,10,10,10,10,10,10,10,10,17,10,22,99,10,56,10,19,39,73,69,26,23,10,28081,155,116,116,116,10,10,81
"G26009902305001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2305, Macomb County, Michigan",,,136,16,25,28,48,71,18,12,47,10,30,9,10,92,15,10,10,10,10,10,10,10,8,10,10,10,14,10,10,69,15,20,79,39,26,12,10,10,21951,132,139,139,138,59,10,51
"G26009902305002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2305, Macomb County, Michigan",,,186,49,59,60,65,89,38,42,13,10,72,53,16,166,10,10,10,10,10,10,10,10,15,10,48,13,17,23,31,141,10,29,87,66,49,33,28,10,8229,220,198,198,188,52,10,74
"G26009902305003","2013-2017",,,"Michigan","26","Macomb County","099",,,"230500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2305, Macomb County, Michigan",,,41,10,27,16,14,10,10,10,10,10,10,10,10,67,10,10,10,10,10,10,10,10,10,10,10,10,27,10,10,10,38,10,16,10,10,10,10,10,,73,73,73,41,38,10,10
"G26009902305004","2013-2017",,,"Michigan","26","Macomb County","099",,,"230500","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2305, Macomb County, Michigan",,,174,26,102,72,75,71,20,79,14,42,45,44,14,181,13,10,10,10,10,10,10,40,9,10,43,46,35,47,29,133,34,73,82,47,19,10,10,10,6097,199,189,192,172,100,15,95
"G26009902306011","2013-2017",,,"Michigan","26","Macomb County","099",,,"230601","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2306.01, Macomb County, Michigan",,,290,10,62,188,103,133,96,195,43,34,131,38,20,361,36,10,10,10,10,10,10,10,31,10,68,74,23,33,28,250,46,74,134,116,200,133,78,25,13393,372,299,299,298,39,10,224
"G26009902306012","2013-2017",,,"Michigan","26","Macomb County","099",,,"230601","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2306.01, Macomb County, Michigan",,,302,17,86,71,168,150,52,87,84,76,123,83,17,389,57,10,10,10,10,10,10,10,35,20,20,33,52,38,45,131,59,62,144,103,165,230,58,97,22774,416,319,319,317,54,10,234
"G26009902306021","2013-2017",,,"Michigan","26","Macomb County","099",,,"230602","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2306.02, Macomb County, Michigan",,,387,10,48,106,190,164,121,91,46,23,92,173,36,343,31,10,10,10,10,10,10,69,26,53,10,10,22,62,39,129,95,122,130,83,266,159,52,44,15499,367,398,398,393,76,10,251
"G26009902306022","2013-2017",,,"Michigan","26","Macomb County","099",,,"230602","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2306.02, Macomb County, Michigan",,,246,10,53,120,133,60,113,139,18,68,53,17,31,342,55,10,10,10,10,10,10,30,51,22,55,78,42,42,10,164,20,85,159,67,181,139,10,10,12013,399,305,305,269,118,10,245
"G26009902307001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2307, Macomb County, Michigan",,,228,20,54,95,101,82,63,56,27,36,55,29,10,223,21,10,10,10,10,10,10,10,27,25,11,34,22,15,21,95,22,60,90,84,110,71,20,25,29181,317,247,247,230,53,10,171
"G26009902307002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2307, Macomb County, Michigan",,,127,10,10,36,32,102,35,44,21,10,31,23,10,145,15,10,10,10,10,10,10,10,10,10,10,16,18,12,25,67,16,29,44,39,70,53,10,10,30633,184,135,135,131,15,10,83
"G26009902307003","2013-2017",,,"Michigan","26","Macomb County","099",,,"230700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2307, Macomb County, Michigan",,,146,10,46,56,61,97,41,48,17,26,22,10,23,191,138,10,10,10,10,10,10,10,10,15,10,10,10,18,36,124,29,35,46,39,69,29,10,11,28934,248,164,164,154,35,10,163
"G26009902308001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2308, Macomb County, Michigan",,,135,10,56,50,42,83,20,83,41,18,64,21,9,173,52,10,10,10,10,31,9,10,10,10,27,8,48,14,27,194,57,26,90,74,44,35,12,10,12442,220,182,182,165,76,10,127
"G26009902308002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2308, Macomb County, Michigan",,,125,10,44,46,41,38,37,53,38,10,10,18,10,149,39,10,10,10,10,10,10,10,10,10,10,12,12,15,22,81,18,48,108,24,20,14,10,10,21691,181,140,140,138,31,10,80
"G26009902308003","2013-2017",,,"Michigan","26","Macomb County","099",,,"230800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2308, Macomb County, Michigan",,,216,9,31,43,34,72,30,49,18,44,107,10,17,213,87,10,10,10,10,10,13,10,10,10,31,20,10,10,25,84,22,28,53,47,108,63,39,10,13230,376,247,247,216,47,10,189
"G26009902309001","2013-2017",,,"Michigan","26","Macomb County","099",,,"230900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2309, Macomb County, Michigan",,,125,10,10,95,40,39,46,40,19,18,17,26,35,154,47,10,10,10,10,10,10,10,10,10,10,19,10,10,10,78,10,34,62,55,92,34,42,10,36069,194,164,164,131,44,10,113
"G26009902309002","2013-2017",,,"Michigan","26","Macomb County","099",,,"230900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2309, Macomb County, Michigan",,,290,22,44,136,112,116,85,116,40,111,96,21,51,352,94,10,10,10,10,10,10,39,10,10,138,79,23,88,23,328,39,91,71,56,148,66,10,10,3963,455,292,292,275,98,10,336
"G26009902309003","2013-2017",,,"Michigan","26","Macomb County","099",,,"230900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2309, Macomb County, Michigan",,,200,10,74,72,112,33,62,86,10,39,44,22,37,227,3,17,10,10,10,10,10,10,10,10,10,10,10,3,44,99,36,52,86,100,182,38,22,10,22521,249,221,221,217,24,10,152
