FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,Occupancy_Status_Total,Occupancy_Status_Occupied,Occupancy_Status_Vacant,Value_Total,Value_Less_than_10000,Value_10000_to_14999,Value_15000_to_19999,Value_20000_to_24999,Value_25000_to_29999,Value_30000_to_34999,Value_35000_to_39999,Value_40000_to_49999,Value_50000_to_59999,Value_60000_to_69999,Value_70000_to_79999,Value_80000_to_89999,Value_90000_to_99999,Value_100000_to_124999,Value_125000_to_149999,Value_150000_to_174999,Value_175000_to_199999,Value_200000_to_249999,Value_250000_to_299999,Value_300000_to_399999,Value_400000_to_499999,Value_500000_to_749999,Value_750000_to_999999,Value_1000000_to_1499999,Value_1500000_to_1999999,Value_2000000_or_more,Median_Value,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,Per_Vacant,UNIQUE_ID
435,26,163,530200,1,2.62E+11,Block Group 1,G5030,S,235979,0,42.4152728,-83.1322296,G26016305302001,2233.116034,235979.6679,G26016305302001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5302, Wayne County, Michigan",381,282,99,95,0,0,0,0,0,10,9,0,0,17,13,12,14,11,0,0,0,0,0,0,0,9,0,0,0,0,78800,95,38,0,0,14,11,0,13,0,0,0,0,57,30,0,9,0,0,9,0,0,9,0,18.8,22.3,10,25.98425197,435
436,26,163,530200,2,2.62E+11,Block Group 2,G5030,S,237146,0,42.412081,-83.1308944,G26016305302002,2253.157885,237146.8173,G26016305302002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5302, Wayne County, Michigan",472,402,70,205,0,14,0,33,0,30,0,78,0,14,29,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,43300,205,87,0,20,14,17,24,0,0,0,12,0,118,48,19,19,7,0,0,25,0,0,0,17.3,22.8,12.9,14.83050847,436
437,26,163,530200,3,2.62E+11,Block Group 3,G5030,S,183567,0,42.4076209,-83.1295555,G26016305302003,1766.433302,183568.6805,G26016305302003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5302, Wayne County, Michigan",149,69,80,30,0,9,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32100,30,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,0,0,0,0,0,0,7,0,0,0,53.69127517,437
438,26,163,530200,4,2.62E+11,Block Group 4,G5030,S,591318,0,42.4112509,-83.1379376,G26016305302004,3626.182396,591318.6971,G26016305302004,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5302, Wayne County, Michigan",417,302,115,98,0,50,0,0,0,14,0,0,0,9,8,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,98,28,2,0,0,10,8,0,0,8,0,0,70,0,15,0,0,55,0,0,0,0,0,26.7,26.3,26.8,27.57793765,438
439,26,163,530200,5,2.62E+11,Block Group 5,G5030,S,178255,0,42.4075373,-83.1335493,G26016305302005,1762.11856,178256.4111,G26016305302005,2013-2017, , ,Michigan,26,Wayne County,163, , ,530200,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5302, Wayne County, Michigan",314,160,154,116,10,0,0,10,8,22,0,0,26,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,116,18,0,0,0,0,0,0,0,0,18,0,98,10,40,22,0,0,0,0,0,26,0,16.8,0,14.9,49.04458599,439
440,26,163,530300,1,2.62E+11,Block Group 1,G5030,S,823335,0,42.4003191,-83.1277089,G26016305303001,4338.488215,823334.8688,G26016305303001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5303, Wayne County, Michigan",251,105,146,66,4,5,0,0,9,24,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33100,66,23,0,0,12,6,5,0,0,0,0,0,43,6,0,0,9,24,0,0,0,4,0,25,19.8,26.4,58.16733068,440
441,26,163,530300,2,2.62E+11,Block Group 2,G5030,S,373768,0,42.3983704,-83.1377383,G26016305303002,2769.84799,373768.2486,G26016305303002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5303, Wayne County, Michigan",313,207,106,110,29,13,6,0,0,18,0,15,0,22,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31900,110,36,5,0,0,0,0,0,0,25,6,0,74,7,12,8,6,0,0,6,6,29,0,43.5,45.2,38.3,33.8658147,441
442,26,163,530300,3,2.62E+11,Block Group 3,G5030,S,414523,0,42.403957,-83.1301596,G26016305303003,3970.307644,414521.6359,G26016305303003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5303, Wayne County, Michigan",379,256,123,170,23,13,33,26,10,45,0,8,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23100,170,36,0,10,0,6,6,0,0,6,8,0,134,28,29,13,0,24,25,10,5,0,0,24.2,26.7,18.8,32.45382586,442
443,26,163,530400,1,2.62E+11,Block Group 1,G5030,S,214354,0,42.3893581,-83.1356245,G26016305304001,2075.271239,214353.6982,G26016305304001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5304, Wayne County, Michigan",508,183,325,54,8,12,0,0,15,4,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27300,54,4,0,0,0,0,0,0,0,0,4,0,50,19,0,5,10,0,4,0,0,12,0,21.5,0,20.5,63.97637795,443
444,26,163,530400,2,2.62E+11,Block Group 2,G5030,S,231320,0,42.3924283,-83.1365949,G26016305304002,2012.203657,231318.2952,G26016305304002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5304, Wayne County, Michigan",466,324,142,131,0,5,13,4,5,0,0,45,12,11,4,0,4,12,0,0,0,16,0,0,0,0,0,0,0,0,48600,131,39,0,8,11,16,0,4,0,0,0,0,92,43,21,0,10,0,0,0,13,0,5,13.4,20.2,10.1,30.472103,444
445,26,163,530500,1,2.62E+11,Block Group 1,G5030,S,212213,0,42.3847603,-83.1303408,G26016305305001,1847.818967,212212.1028,G26016305305001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5305, Wayne County, Michigan",271,185,86,132,8,0,0,0,16,17,0,14,0,24,7,16,5,13,0,5,0,0,7,0,0,0,0,0,0,0,64600,132,84,0,6,27,0,16,5,10,6,14,0,48,7,32,0,0,0,9,0,0,0,0,18.9,27.8,12.7,31.73431734,445
446,26,163,530500,2,2.62E+11,Block Group 2,G5030,S,317238,0,42.3824884,-83.135913,G26016305305002,2321.800914,317238.0896,G26016305305002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5305, Wayne County, Michigan",490,391,99,231,0,14,0,20,33,47,5,13,4,10,9,0,13,0,0,41,6,15,0,0,0,0,0,0,0,1,36500,231,126,20,0,29,5,4,6,15,15,32,0,105,15,25,20,0,4,0,3,1,23,14,19.9,34.2,16.4,20.20408163,446
447,26,163,530500,3,2.62E+11,Block Group 3,G5030,S,220968,0,42.3869107,-83.1348117,G26016305305003,2265.865538,220967.3662,G26016305305003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5305, Wayne County, Michigan",510,268,242,67,15,0,20,5,0,0,0,13,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19600,67,7,7,0,0,0,0,0,0,0,0,0,60,0,0,27,5,9,0,0,0,13,6,19.4,0,20,47.45098039,447
448,26,163,530800,1,2.62E+11,Block Group 1,G5030,S,295928,0,42.3676358,-83.133279,G26016305308001,2708.678693,295927.333,G26016305308001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5308, Wayne County, Michigan",270,114,156,31,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,22200,31,0,0,0,0,0,0,0,0,0,0,0,31,10,9,5,0,0,0,0,7,0,0,13.1,0,13.1,57.77777778,448
449,26,163,530800,2,2.62E+11,Block Group 2,G5030,S,300413,0,42.3722844,-83.1372745,G26016305308002,3065.375394,300415.7082,G26016305308002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5308, Wayne County, Michigan",396,153,243,46,8,3,0,10,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30500,46,0,0,0,0,0,0,0,0,0,0,0,46,8,11,10,0,12,5,0,0,0,0,17,0,17,61.36363636,449
450,26,163,530800,3,2.62E+11,Block Group 3,G5030,S,395408,0,42.3754204,-83.1339967,G26016305308003,2965.1354,395406.6265,G26016305308003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5308, Wayne County, Michigan",356,213,143,109,40,16,0,0,5,16,5,0,5,0,0,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,109,10,0,0,0,5,0,5,0,0,0,0,99,43,12,5,0,16,5,12,0,6,0,14.8,0,12.7,40.16853933,450
451,26,163,530800,4,2.62E+11,Block Group 4,G5030,S,176485,0,42.3689472,-83.1291951,G26016305308004,1848.316894,176485.3158,G26016305308004,2013-2017, , ,Michigan,26,Wayne County,163, , ,530800,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5308, Wayne County, Michigan",203,106,97,55,11,5,0,0,0,3,0,0,0,5,8,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,74400,55,28,0,3,0,0,8,17,0,0,0,0,27,0,0,5,11,0,0,0,0,11,0,30.1,30.9,23.9,47.78325123,451
452,26,163,530900,1,2.62E+11,Block Group 1,G5030,S,376758,0,42.3768379,-83.1300925,G26016305309001,2856.344646,376760.2579,G26016305309001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5309, Wayne County, Michigan",695,350,345,68,21,17,11,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,68,13,0,0,6,0,7,0,0,0,0,0,55,6,12,11,0,7,5,0,0,14,0,19.7,0,19.3,49.64028777,452
453,26,163,530900,2,2.62E+11,Block Group 2,G5030,S,444776,0,42.3709654,-83.1233321,G26016305309002,2688.363003,444775.1016,G26016305309002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5309, Wayne County, Michigan",621,218,403,80,45,0,7,6,4,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,80,27,0,5,0,15,0,7,0,0,0,0,53,0,20,33,0,0,0,0,0,0,0,17.3,22.8,16,64.89533011,453
454,26,163,530900,3,2.62E+11,Block Group 3,G5030,S,440917,0,42.3783726,-83.1259836,G26016305309003,2996.444995,440915.5332,G26016305309003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530900,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5309, Wayne County, Michigan",481,85,396,35,22,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,35,0,0,0,0,0,0,0,0,0,0,0,35,0,9,20,6,0,0,0,0,0,0,17.1,0,17.1,82.32848233,454
455,26,163,531100,1,2.62E+11,Block Group 1,G5030,S,405298,0,42.3738084,-83.1145525,G26016305311001,2625.189059,405298.4154,G26016305311001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5311, Wayne County, Michigan",523,198,325,45,0,9,0,10,0,0,0,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,45,5,0,0,0,0,0,0,0,0,5,0,40,14,9,0,0,0,0,0,0,10,7,12.8,0,11.4,62.1414914,455
456,26,163,531100,2,2.62E+11,Block Group 2,G5030,S,218505,0,42.3768732,-83.1165978,G26016305311002,2174.819127,218503.8764,G26016305311002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5311, Wayne County, Michigan",568,271,297,97,0,0,12,5,12,15,0,0,0,18,0,10,12,6,0,1,0,6,0,0,0,0,0,0,0,0,62500,97,16,0,0,0,0,0,0,0,0,4,12,81,16,10,1,7,0,0,0,7,30,10,45,0,42.1,52.28873239,456
457,26,163,531200,1,2.62E+11,Block Group 1,G5030,S,319076,0,42.3788797,-83.1068024,G26016305312001,2414.255949,319074.3107,G26016305312001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5312, Wayne County, Michigan",317,236,81,233,0,6,0,23,0,3,0,7,39,0,0,6,7,13,6,15,0,43,8,42,15,0,0,0,0,0,160800,233,97,0,32,5,0,0,30,0,12,18,0,136,34,35,28,0,0,0,0,13,26,0,17.3,31.9,14.9,25.55205047,457
458,26,163,531200,2,2.62E+11,Block Group 2,G5030,S,268644,0,42.3760111,-83.1048664,G26016305312002,2318.019256,268643.5062,G26016305312002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5312, Wayne County, Michigan",387,171,216,119,0,16,0,0,0,7,0,0,0,5,0,4,38,14,0,17,5,7,0,0,0,6,0,0,0,0,97200,119,81,7,21,22,8,0,17,0,0,6,0,38,5,0,0,0,0,0,17,0,0,16,19.2,17.8,0,55.81395349,458
459,26,163,531200,3,2.62E+11,Block Group 3,G5030,S,491560,0,42.3803375,-83.0973374,G26016305312003,2841.383698,491561.526,G26016305312003,2013-2017, , ,Michigan,26,Wayne County,163, , ,531200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5312, Wayne County, Michigan",539,382,157,293,7,10,0,9,11,3,6,5,12,0,23,52,0,27,21,17,10,0,28,52,0,0,0,0,0,0,107900,293,110,0,13,0,25,17,6,18,7,24,0,183,27,56,12,19,0,13,23,6,27,0,24.4,30,18.5,29.12801484,459
460,26,163,531300,1,2.62E+11,Block Group 1,G5030,S,363817,0,42.3821578,-83.1099534,G26016305313001,2785.622942,363815.6723,G26016305313001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5313, Wayne County, Michigan",335,162,173,77,9,15,0,6,0,17,0,0,18,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32500,77,13,0,0,6,7,0,0,0,0,0,0,64,10,16,12,6,8,0,0,0,12,0,18.5,0,17.5,51.64179104,460
461,26,163,531300,2,2.62E+11,Block Group 2,G5030,S,215719,0,42.3852322,-83.10952,G26016305313002,2387.87029,215718.2577,G26016305313002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5313, Wayne County, Michigan",476,234,242,36,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,55200,36,4,0,0,0,4,0,0,0,0,0,0,32,5,6,0,0,0,0,0,0,21,0,50,0,50,50.84033613,461
462,26,163,531400,1,2.62E+11,Block Group 1,G5030,S,158201,0,42.3815121,-83.1158999,G26016305314001,1739.048553,158201.38,G26016305314001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5314, Wayne County, Michigan",241,104,137,48,0,5,0,0,0,0,6,9,7,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,55700,48,19,0,8,0,0,7,0,0,0,4,0,29,13,5,0,6,0,0,0,0,5,0,14.2,26.1,11.5,56.84647303,462
463,26,163,531400,2,2.62E+11,Block Group 2,G5030,S,343811,0,42.3798652,-83.1203867,G26016305314002,2347.402878,343811.3943,G26016305314002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5314, Wayne County, Michigan",795,509,286,319,19,35,0,13,34,15,20,13,43,21,25,6,0,43,0,21,0,11,0,0,0,0,0,0,0,0,52400,319,36,0,6,5,0,0,5,0,0,20,0,283,81,32,0,19,27,0,10,68,33,13,26.9,50,25.6,35.97484277,463
464,26,163,531500,1,2.62E+11,Block Group 1,G5030,S,176480,0,42.3905851,-83.1237793,G26016305315001,1707.951366,176480.3092,G26016305315001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5315, Wayne County, Michigan",221,96,125,42,7,0,0,9,0,0,0,11,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,44500,42,11,0,0,0,0,11,0,0,0,0,0,31,6,0,16,0,0,0,0,0,9,0,19.7,0,18,56.56108597,464
465,26,163,531500,2,2.62E+11,Block Group 2,G5030,S,199913,0,42.3875493,-83.1217246,G26016305315002,1796.549155,199913.9967,G26016305315002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5315, Wayne County, Michigan",710,391,319,115,0,18,0,0,57,5,0,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,115,47,0,24,0,0,0,18,0,0,5,0,68,0,0,0,0,0,57,0,0,11,0,32.2,14.9,0,44.92957746,465
466,26,163,531500,3,2.62E+11,Block Group 3,G5030,S,250780,0,42.3840626,-83.1214981,G26016305315003,2238.733704,250779.1467,G26016305315003,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5315, Wayne County, Michigan",759,286,473,89,43,0,0,0,9,26,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,11,0,0,69,9,50,0,50,62.31884058,466
467,26,163,531500,4,2.62E+11,Block Group 4,G5030,S,238807,0,42.3873272,-83.1271078,G26016305315004,2152.504931,238807.5685,G26016305315004,2013-2017, , ,Michigan,26,Wayne County,163, , ,531500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5315, Wayne County, Michigan",443,227,216,165,47,45,0,0,11,0,0,37,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,11,0,0,0,0,0,0,0,0,11,0,154,38,52,0,0,23,41,0,0,0,0,14.3,0,13.8,48.75846501,467
468,26,163,531600,1,2.62E+11,Block Group 1,G5030,S,343709,0,42.3947878,-83.1266023,G26016305316001,2375.858123,343708.4164,G26016305316001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5316, Wayne County, Michigan",561,348,213,188,9,13,6,0,13,6,24,15,6,49,0,22,0,10,0,0,0,0,15,0,0,0,0,0,0,0,60400,188,31,3,0,7,0,0,0,5,0,16,0,157,72,36,18,13,0,0,0,0,12,6,12.2,50,10.5,37.96791444,468
469,26,163,531600,2,2.62E+11,Block Group 2,G5030,S,215670,0,42.3931414,-83.1310048,G26016305316002,1994.879973,215669.9148,G26016305316002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5316, Wayne County, Michigan",599,403,196,144,19,15,15,0,0,5,0,24,47,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,47500,144,68,9,0,17,23,12,0,0,7,0,0,76,15,12,2,25,0,7,7,0,8,0,21.8,21.7,21.8,32.721202,469
470,26,163,531700,1,2.62E+11,Block Group 1,G5030,S,232661,0,42.3958091,-83.1183969,G26016305317001,2194.909832,232660.679,G26016305317001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5317, Wayne County, Michigan",557,392,165,122,8,0,21,19,0,8,0,0,0,11,0,29,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,122,34,12,0,0,0,0,0,0,0,8,14,88,12,0,0,21,19,11,0,0,25,0,27.4,0,27.9,29.62298025,470
471,26,163,531700,2,2.62E+11,Block Group 2,G5030,S,516626,0,42.3990036,-83.1165924,G26016305317002,3641.25904,516626.2943,G26016305317002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5317, Wayne County, Michigan",757,384,373,66,0,0,13,4,0,0,0,18,10,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,48900,66,5,0,0,0,0,0,0,0,0,5,0,61,4,18,0,17,8,0,0,0,14,0,23.2,0,22.5,49.27344782,471
472,26,163,531800,1,2.62E+11,Block Group 1,G5030,S,209175,0,42.387157,-83.1124782,G26016305318001,2147.642383,209174.215,G26016305318001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5318, Wayne County, Michigan",342,186,156,106,43,16,0,15,14,0,2,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13100,106,24,0,0,19,0,0,0,0,0,5,0,82,12,0,15,0,0,0,0,26,4,25,19.2,18.2,40.6,45.61403509,472
473,26,163,531800,2,2.62E+11,Block Group 2,G5030,S,293369,0,42.3896073,-83.1141837,G26016305318002,2349.489085,293369.3812,G26016305318002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5318, Wayne County, Michigan",415,257,158,84,7,21,14,17,1,11,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,84,5,0,5,0,0,0,0,0,0,0,0,79,4,18,13,21,0,1,3,3,16,0,20.5,0,21.1,38.07228916,473
474,26,163,531800,3,2.62E+11,Block Group 3,G5030,S,366306,0,42.3928562,-83.1163719,G26016305318003,2529.592297,366306.0966,G26016305318003,2013-2017, , ,Michigan,26,Wayne County,163, , ,531800,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5318, Wayne County, Michigan",684,297,387,96,16,20,6,4,0,30,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30300,96,14,0,0,0,6,4,0,0,0,4,0,82,25,11,18,12,2,0,0,0,14,0,18.3,26.3,16.4,56.57894737,474
475,26,163,531900,1,2.62E+11,Block Group 1,G5030,S,316908,0,42.3943203,-83.109034,G26016305319001,2409.777058,316910.7487,G26016305319001,2013-2017, , ,Michigan,26,Wayne County,163, , ,531900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5319, Wayne County, Michigan",227,75,152,23,0,0,0,0,6,0,0,2,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,93900,23,6,0,0,0,0,6,0,0,0,0,0,17,6,0,9,2,0,0,0,0,0,0,18.1,0,16.4,66.96035242,475
476,26,163,531900,2,2.62E+11,Block Group 2,G5030,S,390511,0,42.3869115,-83.1040781,G26016305319002,2851.373218,390509.8309,G26016305319002,2013-2017, , ,Michigan,26,Wayne County,163, , ,531900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5319, Wayne County, Michigan",573,186,387,42,0,6,0,0,13,6,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31700,42,0,0,0,0,0,0,0,0,0,0,0,42,17,13,0,0,0,0,6,6,0,0,11.5,0,11.5,67.53926702,476
477,26,163,532200,1,2.62E+11,Block Group 1,G5030,S,233759,0,42.3867948,-83.0984837,G26016305322001,1922.360071,233758.8072,G26016305322001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5322, Wayne County, Michigan",235,135,100,35,0,10,0,12,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23100,35,9,0,0,0,0,0,0,0,0,9,0,26,0,0,0,12,0,0,0,10,0,4,43.5,0,0,42.55319149,477
478,26,163,532200,2,2.62E+11,Block Group 2,G5030,S,465967,0,42.3892062,-83.0916787,G26016305322002,2779.552272,465967.2256,G26016305322002,2013-2017, , ,Michigan,26,Wayne County,163, , ,532200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5322, Wayne County, Michigan",549,395,154,269,22,6,0,24,0,31,33,52,7,4,21,23,0,6,13,9,0,14,4,0,0,0,0,0,0,0,43600,269,70,4,16,10,21,6,0,0,0,13,0,199,49,31,16,66,5,0,0,0,32,0,20.5,21.2,20.3,28.05100182,478
479,26,163,532300,1,2.62E+11,Block Group 1,G5030,S,676335,0,42.3840376,-83.0891148,G26016305323001,3547.58832,676334.0977,G26016305323001,2013-2017, , ,Michigan,26,Wayne County,163, , ,532300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5323, Wayne County, Michigan",568,364,204,254,6,0,0,4,0,0,5,27,30,4,0,7,7,16,12,37,7,23,24,21,5,4,5,10,0,0,156100,254,141,0,33,25,37,16,7,0,3,20,0,113,62,15,0,7,4,0,0,0,25,0,18.4,21.7,10,35.91549296,479
