FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001
744,26,163,542100,4,2.61635E+11,Block Group 4,G5030,S,201614,0,42.4121195,-83.2104187,G26016305421004,2115.209241,201614.2357,G26016305421004,2013-2017, , ,Michigan,26,Wayne County,163, , ,542100,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5421, Wayne County, Michigan",443,323,120,323,260,63,120,0,0,0,27,0,0,93,63,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,34,0,63,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,34,0,0,63,0,0,0,11,0,0,0,0,0,52,0,260,0,0,0,0,67,11,27,65,64,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,43800,"Block Group 4, Census Tract 5421, Wayne County, Michigan",136,114,95,114,94,57,95,10,10,10,43,10,10,85,57,34,10,10,10,10,10,10,10,10,10,10,10,10,19,10,10,27,10,10,10,10,10,10,10,10,48,0,57,34,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,27,10,10,10,10,10,10,48,0,0,57,10,10,10,19,10,10,10,10,10,56,0,94,10,10,10,10,65,18,39,40,66,10,25,10,10,10,10,10,17,10,10,10,10,10,10,10,10,10,8583
745,26,163,542100,5,2.61635E+11,Block Group 5,G5030,S,244991,0,42.4135495,-83.2156589,G26016305421005,2738.005066,244988.8402,G26016305421005,2013-2017, , ,Michigan,26,Wayne County,163, , ,542100,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5421, Wayne County, Michigan",325,299,26,299,212,87,26,0,0,26,0,0,0,0,87,52,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,38,0,0,0,0,0,0,0,0,35,0,87,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,0,0,0,0,0,35,0,0,87,0,0,0,14,0,0,38,0,0,35,0,212,0,0,14,9,0,13,10,61,14,81,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,49800,"Block Group 5, Census Tract 5421, Wayne County, Michigan",96,89,42,89,105,77,42,10,10,42,10,10,10,10,77,61,10,10,10,10,10,10,10,10,10,10,10,10,10,22,10,58,10,10,10,10,10,10,10,10,52,0,77,61,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22,58,10,10,10,10,10,52,0,0,77,10,10,10,22,10,10,58,10,10,52,0,105,10,10,23,15,10,21,15,69,20,67,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,19749
746,26,163,542100,6,2.61635E+11,Block Group 6,G5030,S,211000,0,42.4101985,-83.2150831,G26016305421006,1855.185979,211001.016,G26016305421006,2013-2017, , ,Michigan,26,Wayne County,163, , ,542100,6, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5421, Wayne County, Michigan",266,266,0,266,193,73,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,23,0,0,0,0,0,14,9,13,0,14,0,0,0,0,0,0,0,748,73,73,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,36,0,14,0,0,0,0,0,1094,77500,73,0,0,14,0,0,14,0,0,45,0,50,193,0,0,8,24,9,11,35,26,13,18,29,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,43700,"Block Group 6, Census Tract 5421, Wayne County, Michigan",73,73,10,73,68,57,10,10,10,10,10,10,10,10,57,57,10,10,10,10,10,10,10,37,10,10,10,10,10,23,16,20,10,24,10,10,10,10,10,10,10,277,57,57,10,10,10,10,10,10,10,37,10,10,10,10,10,10,10,10,10,34,10,24,10,10,10,10,10,542,61660,57,10,10,24,10,10,23,10,10,46,10,0,68,10,10,13,30,15,17,32,28,20,25,27,14,17,10,10,10,10,10,10,10,10,10,10,10,10,10,15115
747,26,163,542200,1,2.61635E+11,Block Group 1,G5030,S,241637,0,42.4069245,-83.2028027,G26016305422001,2029.738973,241637.6322,G26016305422001,2013-2017, , ,Michigan,26,Wayne County,163, , ,542200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5422, Wayne County, Michigan",242,224,18,224,177,47,18,0,0,18,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,8,0,0,0,0,0,0,0,0,0,702,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,16,0,0,0,0,0,0,1151,54900,47,16,0,0,0,12,8,0,0,11,0,28.1,177,8,0,4,16,20,34,8,0,49,16,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39100,"Block Group 1, Census Tract 5422, Wayne County, Michigan",85,81,30,81,79,31,30,10,10,30,10,10,10,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,26,25,10,12,10,10,10,10,10,10,10,10,10,43,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,20,25,10,10,10,10,10,10,277,38746,31,25,10,10,10,18,12,10,10,17,10,25.3,79,13,10,8,25,33,30,13,10,64,22,10,18,10,8,10,10,10,10,10,10,10,10,10,10,10,10,30550
748,26,163,542200,2,2.61635E+11,Block Group 2,G5030,S,259779,0,42.4033047,-83.2025007,G26016305422002,2079.158529,259777.2828,G26016305422002,2013-2017, , ,Michigan,26,Wayne County,163, , ,542200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5422, Wayne County, Michigan",522,376,146,376,208,168,146,85,31,0,0,0,0,30,168,160,0,0,0,17,0,0,0,0,0,46,0,6,22,11,0,0,21,37,0,0,0,0,0,0,8,675,168,160,0,0,0,0,0,17,0,0,0,0,28,0,0,0,0,18,11,28,58,0,0,0,0,0,8,1054,161100,168,17,0,0,0,6,0,0,11,68,66,50,208,0,0,28,52,0,8,0,0,16,67,0,0,18,8,0,0,11,0,0,0,0,0,0,0,0,0,60000,"Block Group 2, Census Tract 5422, Wayne County, Michigan",114,94,94,94,92,88,94,71,51,10,10,10,10,49,88,86,10,10,10,26,10,10,10,10,10,40,10,11,25,16,10,10,33,61,10,10,10,10,10,10,12,259,88,86,10,10,10,10,10,26,10,10,10,10,30,10,10,10,10,28,16,26,69,10,10,10,10,10,12,399,106967,88,26,10,10,10,11,10,10,18,46,71,0,92,10,10,45,63,10,13,10,10,15,46,10,10,22,12,10,10,20,10,10,10,10,10,10,10,10,10,37986
749,26,163,542200,3,2.61635E+11,Block Group 3,G5030,S,212683,0,42.4030774,-83.2095533,G26016305422003,1860.599723,212682.0277,G26016305422003,2013-2017, , ,Michigan,26,Wayne County,163, , ,542200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5422, Wayne County, Michigan",274,242,32,242,124,118,32,0,32,0,0,0,0,0,118,91,0,0,0,0,0,0,0,25,0,26,0,0,36,0,0,4,0,0,0,0,0,0,0,0,27,539,118,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,54,8,0,4,0,0,0,0,0,27,838,78600,118,0,0,28,26,0,0,0,0,37,27,23.4,124,0,5,0,11,22,10,15,23,17,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,39700,"Block Group 3, Census Tract 5422, Wayne County, Michigan",94,83,49,83,56,85,49,10,49,10,10,10,10,10,85,74,10,10,10,10,10,10,10,39,10,43,10,10,48,10,10,8,10,10,10,10,10,10,10,10,44,222,85,74,10,10,10,10,10,10,10,10,10,10,10,10,10,10,39,62,13,10,8,10,10,10,10,10,44,54,63033,85,10,10,46,43,10,10,10,10,40,44,55.9,56,10,11,10,18,26,16,16,25,27,10,10,10,17,16,10,10,10,10,10,10,10,10,10,10,10,10,11021
750,26,163,542200,4,2.61635E+11,Block Group 4,G5030,S,213977,0,42.4067037,-83.2097068,G26016305422004,1867.702299,213976.9421,G26016305422004,2013-2017, , ,Michigan,26,Wayne County,163, , ,542200,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5422, Wayne County, Michigan",348,231,117,231,156,75,117,73,31,0,0,0,0,13,75,75,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,46,0,0,0,0,0,0,0,0,0,818,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,8,23,15,0,0,0,0,0,1255,91000,75,0,0,0,0,38,0,29,8,0,0,29.9,156,11,14,0,30,27,0,7,15,0,0,12,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,29300,"Block Group 4, Census Tract 5422, Wayne County, Michigan",103,81,87,81,71,44,87,69,51,10,10,10,10,21,44,44,10,10,10,10,10,10,10,10,10,10,21,10,24,10,10,34,10,10,10,10,10,10,10,10,10,138,44,44,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,24,12,35,24,10,10,10,10,10,449,53733,44,10,10,10,10,43,10,31,12,10,10,14.4,71,17,22,10,28,44,10,12,17,10,10,18,23,10,32,10,10,10,10,10,10,10,10,10,10,10,10,24433
751,26,163,542200,5,2.61635E+11,Block Group 5,G5030,S,372708,0,42.4047861,-83.2156652,G26016305422005,2549.073528,372709.8147,G26016305422005,2013-2017, , ,Michigan,26,Wayne County,163, , ,542200,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5422, Wayne County, Michigan",365,267,98,267,143,124,98,46,0,30,0,0,0,22,124,124,0,21,12,0,0,0,0,0,35,32,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,491,124,124,0,0,0,33,0,0,0,0,0,32,0,0,13,0,0,35,0,0,0,11,0,0,0,0,0,545,78400,124,0,0,12,34,0,40,0,0,3,35,24.8,143,0,0,0,8,0,0,7,50,41,22,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,51600,"Block Group 5, Census Tract 5422, Wayne County, Michigan",85,84,62,84,53,77,62,53,10,46,10,10,10,36,77,77,10,30,19,10,10,10,10,10,59,52,10,20,10,10,10,10,13,10,10,10,10,10,10,10,10,57,77,77,10,10,10,37,10,10,10,10,10,52,10,10,20,10,10,59,10,10,10,15,10,10,10,10,10,366,58669,77,10,10,19,36,10,54,10,10,7,59,13.6,53,10,10,10,12,10,10,13,46,31,24,9,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,6921
752,26,163,542300,1,2.61635E+11,Block Group 1,G5030,S,186033,0,42.3990528,-83.2007256,G26016305423001,1770.415353,186033.9985,G26016305423001,2013-2017, , ,Michigan,26,Wayne County,163, , ,542300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5423, Wayne County, Michigan",406,280,126,280,115,165,126,86,23,0,0,0,0,17,165,159,0,0,0,0,0,0,0,16,30,27,46,10,17,13,0,0,0,0,0,0,0,0,0,0,6,557,165,159,0,0,0,0,0,0,0,16,0,0,26,28,0,16,20,33,0,7,13,0,0,0,0,0,6,730,120400,165,18,16,0,23,13,0,0,12,41,42,26.7,115,0,7,32,0,0,5,0,25,31,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,45400,"Block Group 1, Census Tract 5423, Wayne County, Michigan",75,72,49,72,39,61,49,39,25,10,10,10,10,20,61,62,10,10,10,10,10,10,10,26,32,19,42,14,26,20,10,10,10,10,10,10,10,10,10,10,9,41,61,62,10,10,10,10,10,10,10,26,10,10,24,30,10,23,34,31,10,10,20,10,10,10,10,10,9,138,50691,61,28,23,10,19,20,10,10,17,32,43,23.6,39,10,11,27,10,10,9,10,26,21,14,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,15363
753,26,163,542300,2,2.61635E+11,Block Group 2,G5030,S,255732,0,42.3961459,-83.2025418,G26016305423002,2499.202255,255732.324,G26016305423002,2013-2017, , ,Michigan,26,Wayne County,163, , ,542300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5423, Wayne County, Michigan",204,110,94,110,62,48,94,0,22,0,0,0,0,72,48,48,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,24,0,0,0,0,0,0,0,0,0,750,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,10,14,0,0,0,0,0,1250,57400,48,0,0,0,0,0,0,10,0,38,0,50,62,0,11,8,21,6,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22900,"Block Group 2, Census Tract 5423, Wayne County, Michigan",58,49,49,49,35,37,49,10,25,10,10,10,10,44,37,37,10,10,10,10,10,10,10,10,10,10,10,7,28,10,10,25,10,10,10,10,10,10,10,10,10,211,37,37,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,10,7,14,21,10,10,10,10,10,701,44159,37,10,10,10,10,10,10,14,10,36,10,0,35,10,19,13,31,9,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6186
754,26,163,542300,3,2.61635E+11,Block Group 3,G5030,S,386531,0,42.3995891,-83.2095561,G26016305423003,3313.906751,386529.2809,G26016305423003,2013-2017, , ,Michigan,26,Wayne County,163, , ,542300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5423, Wayne County, Michigan",517,403,114,403,180,223,114,47,0,0,0,0,0,67,223,223,0,0,0,0,0,40,7,0,34,7,0,22,0,14,19,28,52,0,0,0,0,0,0,0,0,705,223,223,0,0,0,0,0,0,0,17,9,27,0,22,21,14,14,0,0,31,50,18,0,0,0,0,0,755,201100,223,0,0,0,18,0,12,9,21,115,48,50,180,0,0,0,22,6,18,6,22,42,6,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53800,"Block Group 3, Census Tract 5423, Wayne County, Michigan",77,86,50,86,60,76,50,37,10,10,10,10,10,42,76,76,10,10,10,10,10,37,10,10,39,11,10,35,10,20,31,32,46,10,10,10,10,10,10,10,10,269,76,76,10,10,10,10,10,10,10,26,15,25,10,35,34,20,21,10,10,38,48,26,10,10,10,10,10,423,80179,76,10,10,10,26,10,19,15,34,52,42,0,60,10,10,10,31,9,19,8,20,35,9,31,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8646
755,26,163,542400,1,2.61635E+11,Block Group 1,G5030,S,183077,0,42.3893642,-83.2003797,G26016305424001,1747.297788,183077.5023,G26016305424001,2013-2017, , ,Michigan,26,Wayne County,163, , ,542400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5424, Wayne County, Michigan",287,184,103,184,62,122,103,33,7,0,0,0,0,63,122,115,0,15,0,13,0,0,6,0,0,5,0,12,19,8,19,5,0,13,0,0,0,0,0,0,7,667,122,115,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,26,7,43,18,0,0,0,0,0,7,1020,113300,122,0,0,7,0,13,11,0,0,56,35,50,62,6,0,0,11,12,0,0,0,12,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,51700,"Block Group 1, Census Tract 5424, Wayne County, Michigan",57,56,47,56,28,55,47,30,11,10,10,10,10,40,55,56,10,24,10,20,10,10,10,10,10,8,10,12,31,13,23,7,10,20,10,10,10,10,10,10,10,93,55,56,10,10,10,10,10,10,10,10,24,10,10,10,10,10,10,26,10,40,21,10,10,10,10,10,10,193,57211,55,10,10,10,10,16,13,10,10,44,29,0,28,9,10,10,8,18,10,10,10,14,10,10,9,10,16,10,10,10,10,10,10,10,10,10,10,10,10,46324
756,26,163,542400,2,2.61635E+11,Block Group 2,G5030,S,238953,0,42.3892962,-83.2052573,G26016305424002,1962.481132,238953.2683,G26016305424002,2013-2017, , ,Michigan,26,Wayne County,163, , ,542400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5424, Wayne County, Michigan",480,310,170,310,164,146,170,56,11,12,0,0,0,91,146,119,0,0,0,0,0,0,0,8,0,8,0,23,16,44,0,20,0,0,0,0,0,0,0,0,27,705,146,119,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,9,5,67,14,0,0,0,0,0,27,1080,120400,146,0,0,8,5,0,0,8,50,48,27,47.7,164,23,0,0,18,40,5,6,0,12,11,17,18,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5424, Wayne County, Michigan",61,60,56,60,44,52,56,40,17,18,10,10,10,43,52,48,10,10,10,10,10,10,10,12,10,12,10,31,17,37,10,17,10,10,10,10,10,10,10,10,22,47,52,48,10,10,10,10,10,10,10,10,10,10,12,10,13,10,10,14,8,41,17,10,10,10,10,10,22,58,50136,52,10,10,12,8,10,10,13,37,35,22,8.3,44,16,10,10,21,27,10,9,10,13,14,19,17,10,12,10,10,10,10,10,10,10,10,10,10,10,10,0
757,26,163,542400,3,2.61635E+11,Block Group 3,G5030,S,263938,0,42.3933919,-83.2043787,G26016305424003,2378.291602,263937.1086,G26016305424003,2013-2017, , ,Michigan,26,Wayne County,163, , ,542400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5424, Wayne County, Michigan",505,416,89,416,217,199,89,0,22,0,0,0,0,67,199,192,0,0,0,0,10,0,12,11,15,16,0,22,19,52,0,24,11,0,0,0,0,0,0,0,7,676,199,192,0,0,0,0,0,0,0,0,0,18,11,23,12,7,7,15,20,79,0,0,0,0,0,0,7,915,168400,199,0,11,7,30,17,12,10,28,77,7,43.2,217,22,16,29,12,5,10,27,25,26,12,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,37700,"Block Group 3, Census Tract 5424, Wayne County, Michigan",66,69,38,69,54,71,38,10,24,10,10,10,10,37,71,69,10,10,10,10,17,10,16,17,16,25,10,25,15,40,10,24,19,10,10,10,10,10,10,10,10,65,71,69,10,10,10,10,10,10,10,10,10,21,17,27,16,11,10,13,21,51,10,10,10,10,10,10,10,189,66215,71,10,17,10,26,17,16,17,36,44,10,12.6,54,25,14,23,14,8,15,18,24,29,16,10,10,19,20,10,10,10,10,10,10,10,10,10,10,10,10,8279
758,26,163,542500,1,2.61635E+11,Block Group 1,G5030,S,303086,0,42.3912891,-83.2097898,G26016305425001,2857.059297,303085.6302,G26016305425001,2013-2017, , ,Michigan,26,Wayne County,163, , ,542500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5425, Wayne County, Michigan",348,312,36,312,271,41,36,0,0,0,0,0,0,36,41,41,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,26,0,0,0,0,0,0,0,1053,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,14,0,0,0,0,0,1423,56300,41,0,0,0,0,9,0,12,0,20,0,39.8,271,18,8,4,8,4,0,7,7,0,0,20,25,22,69,25,0,0,54,0,0,0,0,0,0,0,0,104500,"Block Group 1, Census Tract 5425, Wayne County, Michigan",73,71,41,71,71,34,41,10,10,10,10,10,10,41,34,34,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,31,10,10,10,10,10,10,10,260,34,34,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22,23,10,10,10,10,10,192,50435,34,10,10,10,10,13,10,19,10,24,10,46.2,71,25,11,8,11,7,10,10,10,10,10,30,20,33,43,28,10,10,40,10,10,10,10,10,10,10,10,14248
759,26,163,542500,2,2.61635E+11,Block Group 2,G5030,S,251780,0,42.3892007,-83.2148795,G26016305425002,2537.481856,251781.608,G26016305425002,2013-2017, , ,Michigan,26,Wayne County,163, , ,542500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5425, Wayne County, Michigan",262,257,5,257,152,105,5,0,0,0,0,0,0,5,105,105,0,0,0,0,0,0,0,0,22,0,13,16,0,6,0,0,28,20,0,0,0,0,0,0,0,713,105,105,0,0,0,0,0,0,0,0,0,0,7,6,0,22,0,16,0,18,36,0,0,0,0,0,0,1021,107000,105,20,22,0,12,0,0,0,16,35,0,24.4,152,0,0,0,0,0,0,6,74,0,13,6,23,0,23,7,0,0,0,0,0,0,0,0,0,0,0,49500,"Block Group 2, Census Tract 5425, Wayne County, Michigan",62,63,8,63,61,56,8,10,10,10,10,10,10,8,56,56,10,10,10,10,10,10,10,10,28,10,11,24,10,9,10,10,30,30,10,10,10,10,10,10,10,457,56,56,10,10,10,10,10,10,10,10,10,10,11,9,10,28,10,24,10,20,40,10,10,10,10,10,10,467,63606,56,30,28,10,18,10,10,10,26,28,10,47.6,61,10,10,10,10,10,10,10,52,10,13,10,28,10,20,11,10,10,10,10,10,10,10,10,10,10,10,35937
760,26,163,542500,3,2.61635E+11,Block Group 3,G5030,S,502136,0,42.395503,-83.214564,G26016305425003,3045.146812,502138.0422,G26016305425003,2013-2017, , ,Michigan,26,Wayne County,163, , ,542500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5425, Wayne County, Michigan",514,431,83,431,332,99,83,17,0,0,0,33,0,33,99,73,0,0,0,0,6,19,0,0,17,0,6,5,0,0,0,11,0,9,0,0,0,0,0,0,26,484,99,73,0,0,0,0,0,6,0,0,0,19,12,5,6,0,0,0,0,5,20,0,0,0,0,0,26,598,59900,99,0,6,0,26,0,11,0,0,11,45,24,332,0,11,9,14,7,28,8,16,20,42,36,12,38,68,8,0,0,15,0,0,0,0,0,0,0,0,73100,"Block Group 3, Census Tract 5425, Wayne County, Michigan",71,67,52,67,66,49,52,27,10,10,10,36,10,36,49,40,10,10,10,10,9,30,10,10,21,10,10,8,10,10,10,18,10,13,10,10,10,10,10,10,32,172,49,40,10,10,10,10,10,9,10,10,10,30,20,9,10,10,10,10,10,8,22,10,10,10,10,10,32,319,36067,49,10,9,10,26,10,18,10,10,12,41,9.9,66,10,14,13,15,11,21,12,18,17,38,30,13,33,44,11,10,10,15,10,10,10,10,10,10,10,10,11527
761,26,163,542600,1,2.61635E+11,Block Group 1,G5030,S,300713,0,42.3846977,-83.2016583,G26016305426001,2227.757609,300714.266,G26016305426001,2013-2017, , ,Michigan,26,Wayne County,163, , ,542600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5426, Wayne County, Michigan",473,368,105,368,63,305,105,33,0,0,13,0,0,59,305,285,0,20,0,0,0,0,0,37,10,19,21,10,41,28,85,0,14,0,0,0,0,0,0,0,20,681,305,285,0,20,0,0,0,0,0,22,0,10,19,0,15,21,18,10,21,59,70,0,0,0,0,0,20,936,258100,305,10,14,15,41,10,0,0,42,125,48,49.2,63,0,0,11,0,0,21,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34900,"Block Group 1, Census Tract 5426, Wayne County, Michigan",99,102,58,102,48,92,58,36,10,10,20,10,10,45,92,94,10,32,10,10,10,10,10,44,17,29,32,16,46,42,60,10,25,10,10,10,10,10,10,10,33,84,92,94,10,32,10,10,10,10,10,37,10,17,29,10,23,32,27,16,31,54,47,10,10,10,10,10,33,260,92504,92,16,25,23,44,17,10,10,46,75,53,20.5,48,10,10,18,10,10,34,10,36,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17380
762,26,163,542600,2,2.61635E+11,Block Group 2,G5030,S,347321,0,42.3849794,-83.2123348,G26016305426002,2972.711382,347320.4978,G26016305426002,2013-2017, , ,Michigan,26,Wayne County,163, , ,542600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5426, Wayne County, Michigan",473,391,82,391,196,195,82,82,0,0,0,0,0,0,195,189,0,0,0,0,0,10,0,0,24,52,63,0,0,40,0,0,0,0,0,0,0,0,0,0,6,557,195,189,0,0,0,0,0,0,0,0,0,34,44,22,0,20,0,8,0,8,53,0,0,0,0,0,6,638,159500,195,0,0,18,0,8,0,0,0,163,6,50,196,0,16,21,0,0,17,0,22,38,51,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,55800,"Block Group 2, Census Tract 5426, Wayne County, Michigan",111,119,56,119,78,90,56,56,10,10,10,10,10,10,90,90,10,10,10,10,10,15,10,10,39,50,58,10,10,40,10,10,10,10,10,10,10,10,10,10,11,38,90,90,10,10,10,10,10,10,10,10,10,43,48,36,10,31,10,13,10,14,53,10,10,10,10,10,11,294,81947,90,10,10,20,10,13,10,10,10,87,11,0,78,10,19,23,10,10,21,10,25,37,58,10,10,16,31,10,10,10,10,10,10,10,10,10,10,10,10,9522
